,country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
885,Kyrgyzstan,1173,Qutbuddin Bakhtiar Kaki,http://www.wikidata.org/entity/Q7546362,wd:Q7546362,2796170,Indian Sufi,"Qutb ul Aqtab  Khwaja Sayyid Muhammad Bakhtiyar AlHussaini, Qutbuddin Bakhtiar Kaki (born 1173 – died 1235) was a Sunni Muslim Sufi mystic, saint and scholar of the Chishti Order from Delhi, India. He was the disciple and the spiritual successor of Moinuddin Chishti as head of the Chishti order, and the person to whom the Qutb Minar, Delhi is dedicated. Before him the Chishti order in India was confined to Ajmer and Nagaur. He played a major role in establishing the order securely in Delhi. His dargah located adjacent to Zafar Mahal in Mehrauli, and the oldest dargah in Delhi, is also the venue of his annual Urs festivities. The Urs was held in high regard by many rulers of Delhi like Qutbuddin Aibak, Iltutmish who built a nearby stepwell, Gandhak ki Baoli for him, Sher Shah Suri who built a grand gateway, Bahadur Shah I who built the Moti Masjid mosque nearby and Farrukhsiyar who added a marble screen and a mosque.His most famous disciple and spiritual successor was Fariduddin Ganjshakar, who in turn became the spiritual master of Delhi's noted Sufi saint, Nizamuddin Auliya, who himself was the spiritual master of Amir Khusrau and Nasiruddin Chirag-e-Delhi.
Qutbuddin Bakhtiyar Kaki had much influence on Sufism in India. As he continued and developed the traditional ideas of universal brotherhood and charity within the Chisti order, a new dimension of Islam started opening up in India which had hitherto not been present. He forms an important part of the Sufi movement which attracted many people to Islam in India in the thirteenth and fourteenth centuries.
People of every religion like Hindus, Christians, Sikhs, etc. visiting his Dargah every week.",https://en.wikipedia.org/wiki/Qutbuddin_Bakhtiar_Kaki
892,Laos,1500,Meunsai,http://www.wikidata.org/entity/Q458798,wd:Q458798,2558367,King of Lan Xang,"Yukhon (also Meunsai) was the fifth king of the Lao kingdom of Lan Xang. He was the younger brother of Phommathat, and possibly a minor. He ruled 8 months but Nang Keo Phimpha (the de facto ruler of the kingdom) soon became dissatisfied with his performance as king and planned to have him executed. He fled but was assassinated at Phadao on orders from Nang Keo Phimpha.",https://en.wikipedia.org/wiki/Yukhon
910,Latvia,1220,Ernst von Ratzeburg,http://www.wikidata.org/entity/Q2355055,wd:Q2355055,53207987,Master of Livonian Order,"Ernst von Ratzeburg or Rassburg (died 5 March 1279) was a member of the Livonian Order. He acted as its Master from 1273 until his death at the Battle of Aizkraukle, at which 71 other brothers of the Order and the Danish master Eilart (Eilardus) Hoberg were also killed.",https://en.wikipedia.org/wiki/Ernst_von_Ratzeburg
922,Lebanon,-20,Tiberius Julius Abdes Pantera,http://www.wikidata.org/entity/Q1256851,wd:Q1256851,3642725,Roman soldier of the Cohors I Sagittariorum (c. 22 BC - AD 40),"Tiberius Julius Abdes Pantera (; c. 22 BC – AD 40) was a Roman-Phoenician soldier born in Sidon, whose tombstone was found in Bingerbrück, Germany, in 1859. A historical connection from this soldier to Jesus has long been hypothesized by numerous scholars, based on the claim of the ancient Greek philosopher Celsus, who, according to Christian writer Origen in his ""Against Celsus""  (Greek Κατὰ Κέλσου, Kata Kelsou; Latin Contra Celsum), was the author of a work entitled The True Word (Greek Λόγος Ἀληθής, Logos Alēthēs).
Celsus' work was lost, but in Origen's account of it Jesus was depicted as the result of an affair between his mother Mary and a Roman soldier. He said she was ""convicted of adultery and had a child by a certain soldier named Panthera"". According to James Tabor, Tiberius Pantera could have been serving in the region at the time of Jesus's conception. Both the ancient Talmud and medieval Jewish writings and sayings reinforced this notion, referring to ""Yeshu ben Pantera"", which translates as ""Jesus, son of Pantera"". Tabor's hypothesis is considered highly unlikely by mainstream scholars given that there is little other evidence to support Pantera's paternity outside of the Greek and Jewish texts.Historically, the name Pantera is not unusual and was in use among Roman soldiers.",https://en.wikipedia.org/wiki/Tiberius_Julius_Abdes_Pantera
936,Lesotho,1786,Moshoeshoe I,http://www.wikidata.org/entity/Q469775,wd:Q469775,430698,King of Lesotho (1786-1870),"Moshoeshoe () (c. 1776 – 11 March 1870) was born at Menkhoaneng in the northern part of present-day Lesotho. He was the first son of Mokhachane, a minor chief of the Bamokoteli lineage- a branch of the Koena (crocodile) clan. In his youth, he helped his father gain power over some other smaller clans. At the age of 34 Moshoeshoe formed his own clan and became a chief. He and his followers settled at the Butha-Buthe Mountain. He subsequently became the first King of Lesotho from 1822 to 1870.",https://en.wikipedia.org/wiki/Moshoeshoe_I
937,Liberia,1799,Anthony D. Williams,http://www.wikidata.org/entity/Q4772353,wd:Q4772353,33471778,Liberian politician,"Anthony David Williams (1799-1860) was a Liberian politician who served as the Vice President of Liberia from 1850 to 1854 under President Joseph Jenkins Roberts. Born free in the United States in 1799, he immigrated as a Methodist preacher from Petersburg, Virginia to Liberia in 1823. Williams served as the Colonial Agent for the American Colonization Society from 1837 to 1839. During his tenure, the colony of Mississippi-in-Africa was established. In the 1849 elections, Williams ran for vice president against incumbent Nathaniel Brander. The failure of any candidate to secure a majority of the vote led the race to be thrown to the House of Representatives, which chose Williams as vice president. He died in 1860.His son, Anthony D. Williams, Jr., served as Secretary of War and Navy, and later unsuccessfully ran for president in 1891 and 1893 as the candidate for the New Republican Party and again in 1899 as the candidate of the National Union Party.",https://en.wikipedia.org/wiki/Anthony_D._Williams_(politician)
942,Libya,-400,Arete of Cyrene,http://www.wikidata.org/entity/Q262225,wd:Q262225,3454408,ancient greek philosopher,"Arete of Cyrene (; Greek: Ἀρήτη; fl. 5th–4th century BC) was a Cyrenaic philosopher who lived in Cyrene, Libya. She was the daughter of Aristippus of Cyrene.",https://en.wikipedia.org/wiki/Arete_of_Cyrene
957,Liechtenstein,1696,"Joseph Wenzel I, Prince of Liechtenstein",http://www.wikidata.org/entity/Q506600,wd:Q506600,774447,Austrian marshall,"Josef Wenzel I (Josef Wenzel Lorenz; 9 August 1696 – 10 February 1772), often referred to as just Wenzel, was the Prince of Liechtenstein between 1712 and 1718, and 1748 and 1772, as well as regent of Liechtenstein between 1732 and 1745. He first succeeded his distant cousin Hans-Adam I, even though he was not next in line. The actual heir was his uncle Anton Florian, he was not very popular among the family and therefore Hans-Adam chose Josef Wenzel as his heir. He later decided to hand over the Principality in exchange for him getting the Dominion of Rumburk in 1718. Thirty years later he inherited Liechtenstein again after his nephew Prince Johann Nepomuk Karl died without male issue.","https://en.wikipedia.org/wiki/Joseph_Wenzel_I,_Prince_of_Liechtenstein"
961,Lithuania,1397,Hacı I Giray,http://www.wikidata.org/entity/Q379718,wd:Q379718,1411559,Khan of Crimea,"Hacı I Giray (1397–1466, ruled circa 1441–1466) was the founder of the Crimean Khanate and the Giray dynasty of Crimea. As the Golden Horde was breaking up, he established himself in Crimea and spent most of his life fighting off other warlords. He was usually allied with the Lithuanians. His name has many spellings, such as Haji-Girei and Melek Haji Girai (Crimean Tatar: Bır Hacı Geray, بیر-حاجى كراى‎; Melek Hacı Geray, ملک خاجى كراى).
He is said to have introduced the new state symbol, taraq tamğa, or ""the trident of the Girays"", which is derived from the scales insignia of the Golden Horde. A contemporary European source, The Chronicle of Dlugosz, described him as a person of outstanding personal values and a perfect governor.",https://en.wikipedia.org/wiki/Hac%C4%B1_I_Giray
978,Luxembourg,-99,Dumnorix,http://www.wikidata.org/entity/Q370220,wd:Q370220,1970746,politician,"Dumnorix (spelled Dubnoreix on coins) was a chieftain of the Aedui, a Celtic tribe in Gaul in the 1st century B.C. He was the younger brother of Divitiacus, the Aedui druid and statesman. The Aedui were allies of Rome, but Dumnorix was a leader of the tribe’s anti-Roman faction, who “...thought it better to be dominated by their fellow Gauls... rather than the Romans.”",https://en.wikipedia.org/wiki/Dumnorix
994,Madagascar,1793,Radama I,http://www.wikidata.org/entity/Q525141,wd:Q525141,156881,King of Madagascar,"Radama I ""the Great"" (1793–1828) was the first Malagasy sovereign to be recognized as King of Madagascar (1810–1828) by a European state. He came to power at the age of 18 following the death of his father, King Andrianampoinimerina. Under Radama's rule and at his invitation, the first Europeans entered his central highland Kingdom of Imerina and its capital at Antananarivo. Radama encouraged these London Missionary Society envoys to establish schools to teach tradecraft and literacy to nobles and potential military and civil service recruits; they also introduced Christianity and taught literacy using the translated Bible. A wide range of political and social reforms were enacted under his rule, including an end to the international slave trade, which had historically been a key source of wealth and armaments for the Merina monarchy. Through aggressive military campaigns he successfully united two-thirds of the island under his rule. Abuse of alcohol weakened his health and he died prematurely at age 35. He was succeeded by his highest-ranking wife, Ranavalona I.

",https://en.wikipedia.org/wiki/Radama_I
1010,Malawi,60,Joyce Banda,http://www.wikidata.org/entity/Q57388,wd:Q57388,5503425,4th President of Malawi,"Joyce Hilda Banda (née Ntila; born 12 April 1950) is a Malawian politician who was the President of Malawi from 7 April 2012 to 31 May 2014. Banda took office as President following the sudden death of President Bingu wa Mutharika. She is the founder and leader of the People's Party, created in 2011. An educator and grassroots women's rights activist, she was the Minister of Foreign Affairs from 2006 to 2009 and the Vice-President of Malawi from May 2009 to April 2012. She had served in various roles as a member of Parliament and as Minister of Gender and Child Welfare before she became the President of the Republic of Malawi.Before her active career in politics, she was the founder of the Joyce Banda Foundation, founder of the National Association of Business Women (NABW), Young Women Leaders Network and the Hunger Project.
Banda was Malawi's fourth president and its first female president and second female head of state, after Elizabeth II. She was the second woman to become the president in the African continent, after Liberia's Ellen Johnson Sirleaf. She was also the country's first female vice-president. In June 2014, Forbes named President Banda as the 40th most powerful woman in the world and the most powerful woman in Africa. In October 2014, she was included in the BBC's 100 Women.",https://en.wikipedia.org/wiki/Joyce_Banda
1011,Malaysia,1798,Tan Tock Seng,http://www.wikidata.org/entity/Q7682143,wd:Q7682143,1335471,Singaporean merchant and philanthropist,Tan Tock Seng (Chinese: 陳篤生; Pe̍h-ōe-jī: Tân Tok-seng; 1798 – 24 February 1850) was a merchant and philanthropist from Singapore.,https://en.wikipedia.org/wiki/Tan_Tock_Seng
1030,Maldives,1951,Qasim Ibrahim,http://www.wikidata.org/entity/Q7267003,wd:Q7267003,9466160,Maldivan businessman,"Qasim Ibrahim (born February 10, 1951), also known as Buruma Qasim, is a Maldivian politician, business magnate and philanthropist. As the chairman and founder of the Villa Group, he is one of the country's wealthiest businessmen. 
Ibrahim ran for the Jumhooree Party in the presidential elections of 2013, but lost in the first round.",https://en.wikipedia.org/wiki/Qasim_Ibrahim
1049,Mali,1500,Mahmud III,http://www.wikidata.org/entity/Q6734479,wd:Q6734479,17828092,"sultan of the kingdom of Mali,","Mansa Mahmud III, also known as Mamadou II, was mansa (""king of kings"") of the Mali Empire from 1496 to 1559. He was the last mansa to rule from Niani and is known as the mansa under which Mali suffered the most losses to its territory.",https://en.wikipedia.org/wiki/Mahmud_III
1065,Malta,1611,Francesco Maltese,http://www.wikidata.org/entity/Q3081040,wd:Q3081040,15912117,Maltese painter (c.1610-1654),"Francesco Noletti, also known as Francesco Fieravino (1611, Valletta? - 4 December 1654, Rome) was an Italian still-life painter. He was often referred to by his nickname, Il Maltese.",https://en.wikipedia.org/wiki/Francesco_Noletti
1082,Marshall Islands,1970,Mattlan Zackhras,http://www.wikidata.org/entity/Q30323314,wd:Q30323314,53396189,Marshallese politician,"Mattlan Zackhras (January 13, 1970 – August 8, 2017) was a Marshallese politician and government minister. He was a member of the Nitijeļā for Namdrik Atoll since 2004 and was serving as Minister in Assistance to the President of Marshall Islands under President Hilda Heine from January 2016 until his death.",https://en.wikipedia.org/wiki/Mattlan_Zackhras
1100,Mauritania,1797,ʿUmar Tal,http://www.wikidata.org/entity/Q185938,wd:Q185938,2156886,"West African political leader, Islamic scholar, and Toucouleur military commander","Hadji Oumarûl Foutiyou TALL (Umar ibn Sa'id al-Futi Tal, Arabic: حاج عمر بن سعيد طعل),  (c. 1794 – 1864 CE), born in Futa Tooro, Senegambia, was a West African political leader, Islamic scholar, Tijani Sufi and Toucouleur military commander who founded the short-lived Toucouleur Empire encompassing much of what is now Guinea, Senegal, and Mali.",https://en.wikipedia.org/wiki/Omar_Saidou_Tall
1105,Mauritius,1782,François Liénard de la Mivoye,http://www.wikidata.org/entity/Q1451107,wd:Q1451107,68012587,French zoologist and botanist (1782-1862),"François Liénard de la Mivoye (born 29 July 1782, Visakhapatnam, died 6 November 1862,  Paris) was a Francophone Mauritian naturalist, ichthyologist, zoologist and mariner. He lived most of his life in Mauritius and, in 1829, was a founder member and treasurer of the société d'histoire natural locale alongside Charles Telfair, Wenceslas Bojer, Jacques Delisse and Julien Desjardins. In 1841 this became the Société Royale des arts et des Sciences de l'île Maurice. The Society regularly sent fish specimens to Georges Cuvier in Paris and these were described in his 22 volume Histoire naturelle des poissons, this was completed after Cuvier’s death by Achille Valenciennes. Liénard was responsible for describing a number of species including the now extinct Rodrigues giant day gecko (Phesulma gigas), Liénard being the last known person to see this species.Liénard is commemorated in the specific name of the predatory sea snail Conus lienardi. He is also commemorated in a white marble obelisk which sits in the Sir Seewoosagur Ramgoolam Botanical Garden in Mauritius. 
He married Marie Françoise Chapon in Port Louis on 19 August 1807, and the couple had a daughter Elizé Liénard on 2 September 1808 and a son Jules Victor Liénard on 10 April 1811, both born in Port Louis.

",https://en.wikipedia.org/wiki/Fran%C3%A7ois_Li%C3%A9nard_de_la_Mivoye
1116,Mexico,678,K'inich Ahkal Mo' Naab' III,http://www.wikidata.org/entity/Q1565721,wd:Q1565721,642617,Monarch of Maya civilization,"Kʼinich Ahkal Moʼ Nahb III also known as Chaacal III and Akul Anab III, (13 September 678–c.736), was an ajaw of the Maya city of Palenque. He took the throne on 30 December 721, reigning until c.736.",https://en.wikipedia.org/wiki/K%CA%BCinich_Ahkal_Mo%CA%BC_Nahb_III
1134,Moldova,1771,Mehmed Selim Pasha,http://www.wikidata.org/entity/Q816767,wd:Q816767,29947160,Ottoman governor (1771-1831),"Mehmed Selim Pasha or Mehmed Selim Sırrı Pasha (1771 Bender, Moldova – 1831 Damascus, Ottoman Empire, nickname: ""Benderli"") was an Ottoman statesman. He was Grand Vizier of the Ottoman Empire. He ruled from 14 September 1824 to 24 October 1828 as Grand Vizier of sultan Mahmud II and failed in the fight against the Greek War of Independence. The Auspicious Incident (Vaka-i Hayriye), the Battle of Navarino (1827), happened during his period in office. In 1828–30 he became Wali (governor) of Rumelia Province and 1830–31 Wali of Damascus (Syria). When the citizens of Damascus and the local garrison of Jannisaries rose in revolt against him, Selim Pasha sought refuge into the Citadel of Damascus. After a siege lasting 40 days he was promised safe passage but murdered before he could leave the city.",https://en.wikipedia.org/wiki/Mehmed_Selim_Pasha
1141,Monaco,1697,"Princess Louise Hippolyte I, Princess of Monaco",http://www.wikidata.org/entity/Q260448,wd:Q260448,2219251,Princess regnant of Monaco and Monegasque princess (1697-1731),"Louise Hippolyte (10 November 1697 – 29 December 1731) was one of only two women to rule Monaco, reigning as Princess of Monaco from 20 February 1731 until her death in December the same year.

","https://en.wikipedia.org/wiki/Louise_Hippolyte,_Princess_of_Monaco"
1157,Mongolia,1170,Muqali,http://www.wikidata.org/entity/Q43276,wd:Q43276,9522764,Mongol general,"Muqali (Mongolian: Мухулай; 1170–1223), also spelt Mukhali and Mukhulai, was a Mongol general (""bo'ol"", ""one who is bound"" in service) who became a trusted and esteemed commander under Genghis Khan. The son of Gü'ün U'a, a Jalair leader who had sworn fealty to the Mongols, he became known by his epithet ""Muqali"", ""one who dulls"", earned through his committed and able service to the Great Khan and the Mongol Empire.During the invasion of Jin China, Muqali acted as Genghis Khan's second-in-command, was promoted to Viceroy of China, and was entrusted with a great degree of autonomy once Genghis Khan departed to conquer Central Asia. Unlike many Mongol leaders who were willing to massacre to gain any advantage, Muqali usually attempted to convert foes into friends by more conciliatory means.By the time of Ogedei's reign (1229-1241), he was viewed as the best of the extraordinarily talented pool of Mongol generals. Given his undefeated record despite very limited resources, he might be regarded as one of the greatest military commanders in history. He was ""unquestionably one of the leading Mongol personalities and a supreme leader."" His wisdom in dealing with local matters has been emphasized.

",https://en.wikipedia.org/wiki/Muqali
1169,Mongolia,650,Borte Chino Khan,http://www.wikidata.org/entity/Q662696,wd:Q662696,56305759,"Mongol leader, legendary ancestor of Genghis Khan",error,error
1170,Montenegro,1501,Rufim Njeguš,http://www.wikidata.org/entity/Q18639589,wd:Q18639589,44583198,Metropolitan of Cetinje,"Rufim Njeguš (Serbian Cyrillic: Руфим Његуш; fl. 1594–1631) was the Metropolitan of Cetinje between 1594 and 1636. He succeeded the Metropolitan duo of Nikanor and Stevan (s. 1591–93). Rufim Njeguš and Metropolitan Visarion of Trebinje (s. 1590–1602) aided the Banat Uprising (1594). In 1595 Francesco Antonio Bertucci tried to convince Rufim to accept union with the Catholic Church. He was succeeded by Mardarije Kornečanin (s. 1637–59). Rufim is famous as being the first metropolitan who actively took part in armed confrontations with the Ottoman Empire, leading Montenegrin army in three major battles in 1601, 1604 and 1613.

",https://en.wikipedia.org/wiki/Rufim_Njegu%C5%A1
1187,Morocco,1138,Abu Yaqub Yusuf,http://www.wikidata.org/entity/Q335489,wd:Q335489,30864732,Almohad caliph (1138-1184),"Abu Ya`qub Yusuf or Yusuf I (Arabic: أبو يعقوب يوسف Abū Ya‘qūb Yūsuf; 1135 – 14 October 1184) was the second Almohad Amir or caliph. He reigned from 1163 until 1184 in Marrakesh. He was responsible for the construction of the Giralda in Seville, which was part of a new grand mosque.
He was a keen student of philosophy and patron of Averroes.",https://en.wikipedia.org/wiki/Abu_Yaqub_Yusuf
1203,Mozambique,1530,Yasuke,http://www.wikidata.org/entity/Q609006,wd:Q609006,3216877,African samurai,"Yasuke (弥助 or 弥介) was a man of African origin who served as a kashin (家臣, retainer) under the Japanese daimyō Oda Nobunaga. Some scholars categorize him as a samurai, for which he has become of interest in popular culture.In  1579, Yasuke arrived in Japan in the service of the Italian Jesuit missionary Alessandro Valignano, Visitor of Missions in the Indies, in India. Yasuke was one of the several Africans to have come with the Portuguese to Japan during the Nanban trade and is thought by some to have been the first African that Nobunaga had ever seen. He was also present during the Honnō-ji Incident, the forced suicide of Nobunaga at the hands of his general Akechi Mitsuhide on 21 June 1582.",https://en.wikipedia.org/wiki/Yasuke
1204,Myanmar,1134,Naratheinkha,http://www.wikidata.org/entity/Q3107903,wd:Q3107903,25080858,King of Burma,"Naratheinkha (Burmese: နရသိင်္ခ, pronounced [nəɹa̰ θéiɰ̃kʰa̰]; 1141–1174) was king of Pagan dynasty of Burma (Myanmar) from 1171 to 1174. He appointed his brother Narapati Sithu heir apparent and commander-in-chief. It was the first recorded instance in the history of the dynasty that the king had given up the command of the army. The king was assassinated by Aungzwa, one of Sithu's servants, after the king had raised one of Sithu's wives to queen.According to G.H. Luce, there is no inscriptional evidence that Naratheinkha or any kings between 1165 and 1174 ever existed. Other historians such as Htin Aung do not agree with Luce's ""conjecture"".",https://en.wikipedia.org/wiki/Naratheinkha
1224,Namibia,1785,Jonker Afrikaner,http://www.wikidata.org/entity/Q464420,wd:Q464420,25714320,Namibian politician (1785-1861),"Jonker Afrikaner (c. 1785, Roode Zand near Tulbagh, South Africa – 18 August 1861, Okahandja, ) was the fourth Captain of the Orlam in South West Africa, succeeding his father, Jager Afrikaner, in 1823. Soon after becoming Kaptein, he left his father's settlement at Blydeverwacht with three brothers and some 300 followers and relocated to the area that is today central Namibia. From 1825 onwards he and his council played a dominant political role in Damaraland and Namaland, creating a de facto state.Around 1840, he established a settlement at Windhoek where he built a church for a congregation of between 500 and 600 in the area of the present-day Klein Windhoek suburb. He is further known for his road building activities in central and southern Namibia, particularly the one over the Auas Mountains to the south and the northern Bay Road from Windhoek to Walvis Bay.Missionary Hugo Hahn estimated in 1852 that the formation Jonker Afrikaner ruled over consisted of 1500 ethnic Oorlams, 2000 Hereros, and 2000 Damaras.He is the father of Christian Afrikaner who succeeded him as chief of the Orlams in 1861, and Jan Jonker Afrikaner who succeeded Christian in 1863.",https://en.wikipedia.org/wiki/Jonker_Afrikaner
1227,Nauru,1947,Terangi Adam,http://www.wikidata.org/entity/Q7701578,wd:Q7701578,20882077,Parliament of Nauru member,"Lyn Terangi Adam (born August 8, 1947) is a Nauruan politician.",https://en.wikipedia.org/wiki/Terangi_Adam
1246,Nepal,-562,Gautama Buddha,http://www.wikidata.org/entity/Q9441,wd:Q9441,3395,"Indian philosopher, reformer and founder of Buddhism","Gautama Buddha, popularly known as the Buddha (also known as Siddhattha Gotama or Siddhārtha Gautama or Shakyamuni), was an ascetic, a religious leader and teacher who lived in ancient India (c. 6th to 5th century BCE or c. 5th to 4th century BCE). He is regarded as the founder of the world religion of Buddhism, and revered by Buddhists as an enlightened being, who rediscovered an ancient path to freedom from ignorance, craving and the cycle of rebirth and suffering. He taught for around 45 years and built a large following, both monastic and lay. His teaching is based on his insight into the arising of suffering or dissatisfaction and its ending—the state called Nirvana (lit. vanishing or extinguishing).
The Buddha was born into an aristocratic family in the Shakya clan, but eventually renounced lay life. According to Buddhist tradition, after several years of mendicancy, meditation, and asceticism, he awakened to understand the workings of the cycle of rebirth and how it can be escaped. The Buddha then traveled throughout the Gangetic plain teaching and building a religious community. The Buddha taught a middle way between sensual indulgence and the severe asceticism found in the Indian śramaṇa movement. He taught a training of the mind that included ethical training, self-restraint, and meditative practices such as jhana and mindfulness. The Buddha also critiqued the practices of Brahmin priests, such as animal sacrifice and the caste system.A couple of centuries after his death he came to be known by the title Buddha, which means ""Awakened One"" or ""Enlightened One"". Gautama's teachings were compiled by the Buddhist community in the Vinaya, his codes for monastic practice, and the Suttas, texts based on his discourses. These were passed down in Middle Indo-Aryan dialects through an oral tradition. Later generations composed additional texts, such as systematic treatises known as Abhidharma, biographies of the Buddha, collections of stories about the Buddha's past lives known as Jataka tales, and additional discourses, i.e. the Mahayana sutras. Due to his influence on Indian religions, in Vaishnavism he came to be regarded as the 9th avatar of Vishnu.",https://en.wikipedia.org/wiki/Gautama_Buddha
1252,Netherlands,-99,Dumnorix,http://www.wikidata.org/entity/Q370220,wd:Q370220,1970746,politician,"Dumnorix (spelled Dubnoreix on coins) was a chieftain of the Aedui, a Celtic tribe in Gaul in the 1st century B.C. He was the younger brother of Divitiacus, the Aedui druid and statesman. The Aedui were allies of Rome, but Dumnorix was a leader of the tribe’s anti-Roman faction, who “...thought it better to be dominated by their fellow Gauls... rather than the Romans.”",https://en.wikipedia.org/wiki/Dumnorix
1268,New Zealand,1784,Henry Despard,http://www.wikidata.org/entity/Q5720306,wd:Q5720306,34634834,soldier,"Major General Henry Despard  (October 1783 – 30 April 1859) was a British Army officer of the 17th Regiment of Foot (1799–1838), Staff of Ireland (1838–1842) and 99th Regiment of Foot (1842–1854). He saw action in Third Anglo-Maratha War in India and, in his later years, in the Flagstaff, or Northern, War in New Zealand. In 1845 he commanded British troops in a disastrous assault on the Māori pā at Ōhaeawai.",https://en.wikipedia.org/wiki/Henry_Despard
1286,Nicaragua,1790,Rafael Francisco Osejo,http://www.wikidata.org/entity/Q577388,wd:Q577388,21524108,Costa Rican politician (1790-1848),Rafael Francisco Osejo was a Nicaraguan educator who governed Costa Rica in March 1823.,https://en.wikipedia.org/wiki/Rafael_Francisco_Osejo
1296,Niger,1464,Sonni Ali,http://www.wikidata.org/entity/Q945436,wd:Q945436,1223981,King of the Songhai Empire,"Sunni Ali, also known as Si Ali, Sunni Ali Ber (Ber meaning ""the Great""),  was born in Ali Kolon. He reigned from about 1464 to 1492.  Sunni Ali was the first king of the Songhai Empire, located in Africa and the 15th ruler of the Sunni dynasty. Under Sunni Ali's command, many cities were captured and then fortified, such as Timbuktu (captured in 1468) and Djenné (captured in 1475). Sunni conducted a repressive policy against the scholars of Timbuktu, especially those of the Sankore region who were associated with the Tuareg whom Ali expelled to gain control of the town.
Sunni Ali organized a fleet to the Niger river. During his reign, Songhai surpassed the height of the Mali Empire, engulfing areas under the Mali Empire (and the Ghana Empire before it). His death, on November 6, 1492, is a matter of conjecture. According to the Tarikh al-Sudan, Ali drowned while crossing the Niger River. Oral tradition believes he was killed by his sister's son, Askia Muhammad Ture. He was succeeded by his son, Sunni Baru, who was challenged by Askia because Baru was not seen as a faithful Muslim. Askia succeeded to the throne. According to the Tarikh al-Sudan it is believed that this action caused Sonni Ali's daughters to shout out ""A si kiya!"" a more modern phrasing would be “A si tiya” or (he shall not be it), at the news of this take over.Sunni Ali ruled over both urban Muslims and rural non-Muslims at a time when the traditional co-existence of different beliefs was being challenged. His adherence to African animism while also professing Islam leads some writers to describe him as outwardly or nominally Muslim.",https://en.wikipedia.org/wiki/Sonni_Ali
1299,Nigeria,1782,Abu Bakr Atiku,http://www.wikidata.org/entity/Q4670092,wd:Q4670092,9070439,Sultan of Sokoto,"Abu Bakr Atiku (Arabic: أبو بكر عتيكو) (1782–1842) was the third caliph of the Sokoto Caliphate, reigning from October 1837 until November 1842. He succeeded his brother Muhammad Bello in caliphate.

",https://en.wikipedia.org/wiki/Abu_Bakr_Atiku
1316,North Korea,1357,Jeongjong of Joseon,http://www.wikidata.org/entity/Q485556,wd:Q485556,3120849,2nd King of Joseon Dynasty in Korean history,"Jeongjong of Joseon (26 July 1357 – 24 October 1419), born Yi Bang-gwa (Hangul: 이방과, Hanja: 李芳果), whose changed name is Yi Gyeong (Hangul: 이경, Hanja: 李曔), was the second ruler of the Joseon Dynasty of Korea. He was the second son of King Taejo, the founder and first monarch of the dynasty.",https://en.wikipedia.org/wiki/Jeongjong_of_Joseon
1335,North Macedonia,1464,Marija Branković,http://www.wikidata.org/entity/Q23769818,wd:Q23769818,19221529,"Serbian princess, daughter of despot Stefan Branković of Serbia and princess Angelina Arianites of Albania","Maria of Serbia or Marija Branković (Serbian: Марија Бранковић, b. 1466 - d. 27 August 1495) was Princess of Serbia by birth, and Marchioness of Montferrat by marriage. She was daughter of despot Stefan Branković of Serbia and Angelina, despotess of Serbia. In 1485, she married Boniface III, Marquess of Montferrat.","https://en.wikipedia.org/wiki/Maria_of_Serbia,_Marchioness_of_Montferrat"
1352,Norway,838,Håkon Grjotgardsson,http://www.wikidata.org/entity/Q31695,wd:Q31695,1757489,ruler of Trøndelag (838-900),"Håkon Grjotgardsson (Old Norse: Hákon Grjótgarðsson) (c. 860–870 – c. 900–920) was the first Earl of Lade and an ally of Harald Fairhair, King of Norway.

",https://en.wikipedia.org/wiki/H%C3%A5kon_Grjotgardsson
