,Unnamed: 0,country,number,item,item_id,wikidata_description_x,pageid_y,wikidata_description_y,pageid_x.1,wikidata_description_x.1,pageid_y.1,wikidata_description_y.1,pageid_x.1.1,wikidata_description_x.1.1,pageid_y.1.1,wikidata_description_y.1.1,pageid_x,wikidata_description_x.1.1.1,shortform,pageid_y.1.1.1,wikidata_description_y.1.1.1,pageid_x.1.1.1,wikidata_description_x.1.1.1.1,pageid_y.1.1.1.1,wikidata_description_y.1.1.1.1,pageid,wikidata_description
796,749,Luxembourg,20,Princess Margaretha of Luxembourg,http://www.wikidata.org/entity/Q1653603,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium",3294268,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium",3294268,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium",3294268,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium",3294268,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium",3294268,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium",3294268,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium",wd:Q1653603,3294268,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium",3294268,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium",3294268,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium",3294268,"Luxembourger royal; youngest daughter of Jean, Grand Duke of Luxembourg, and Princess Joséphine-Charlotte of Belgium"
797,750,Luxembourg,20,Ida of Lorraine,http://www.wikidata.org/entity/Q2072769,French saint and noblewoman,14089009,French saint and noblewoman,14089009,French saint and noblewoman,14089009,French saint and noblewoman,14089009,French saint and noblewoman,14089009,French saint and noblewoman,14089009,French saint and noblewoman,wd:Q2072769,14089009,French saint and noblewoman,14089009,French saint and noblewoman,14089009,French saint and noblewoman,14089009,French saint and noblewoman
798,751,Luxembourg,18,Archduchess Marie-Astrid of Austria,http://www.wikidata.org/entity/Q1657677,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium",3026387,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium",3026387,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium",3026387,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium",3026387,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium",3026387,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium",3026387,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium",wd:Q1657677,3026387,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium",3026387,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium",3026387,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium",3026387,"born 1954; eldest child of Jean, Grand Duke of Luxembourg, and Joséphine-Charlotte of Belgium"
799,752,Madagascar,37,Ranavalona III,http://www.wikidata.org/entity/Q233326,last sovereign of the Kingdom of Madagascar (1861-1917),271544,last sovereign of the Kingdom of Madagascar (1861-1917),271544,last sovereign of the Kingdom of Madagascar (1861-1917),271544,last sovereign of the Kingdom of Madagascar (1861-1917),271544,last sovereign of the Kingdom of Madagascar (1861-1917),271544,last sovereign of the Kingdom of Madagascar (1861-1917),271544,last sovereign of the Kingdom of Madagascar (1861-1917),wd:Q233326,271544,last sovereign of the Kingdom of Madagascar (1861-1917),271544,last sovereign of the Kingdom of Madagascar (1861-1917),271544,last sovereign of the Kingdom of Madagascar (1861-1917),271544,last sovereign of the Kingdom of Madagascar (1861-1917)
800,753,Madagascar,32,Ranavalona I of Madagascar,http://www.wikidata.org/entity/Q169794,Queen of Madagascar (1828-1861),156883,Queen of Madagascar (1828-1861),156883,Queen of Madagascar (1828-1861),156883,Queen of Madagascar (1828-1861),156883,Queen of Madagascar (1828-1861),156883,Queen of Madagascar (1828-1861),156883,Queen of Madagascar (1828-1861),wd:Q169794,156883,Queen of Madagascar (1828-1861),156883,Queen of Madagascar (1828-1861),156883,Queen of Madagascar (1828-1861),156883,Queen of Madagascar (1828-1861)
801,754,Madagascar,30,Ranavalona II of Madagascar,http://www.wikidata.org/entity/Q240168,Queen of Madagascar (1868-1883),271518,Queen of Madagascar (1868-1883),271518,Queen of Madagascar (1868-1883),271518,Queen of Madagascar (1868-1883),271518,Queen of Madagascar (1868-1883),271518,Queen of Madagascar (1868-1883),271518,Queen of Madagascar (1868-1883),wd:Q240168,271518,Queen of Madagascar (1868-1883),271518,Queen of Madagascar (1868-1883),271518,Queen of Madagascar (1868-1883),271518,Queen of Madagascar (1868-1883)
802,755,Madagascar,24,Rasoherina I de Madagascar,http://www.wikidata.org/entity/Q225533,Queen of Madagascar (1863-1868),271502,Queen of Madagascar (1863-1868),271502,Queen of Madagascar (1863-1868),271502,Queen of Madagascar (1863-1868),271502,Queen of Madagascar (1863-1868),271502,Queen of Madagascar (1863-1868),271502,Queen of Madagascar (1863-1868),wd:Q225533,271502,Queen of Madagascar (1863-1868),271502,Queen of Madagascar (1863-1868),271502,Queen of Madagascar (1863-1868),271502,Queen of Madagascar (1863-1868)
803,756,Madagascar,14,Dally Randriantefy,http://www.wikidata.org/entity/Q264088,Madagascar tennis player,2620429,Madagascar tennis player,2620429,Madagascar tennis player,2620429,Madagascar tennis player,2620429,Madagascar tennis player,2620429,Madagascar tennis player,2620429,Madagascar tennis player,wd:Q264088,2620429,Madagascar tennis player,2620429,Madagascar tennis player,2620429,Madagascar tennis player,2620429,Madagascar tennis player
804,757,Madagascar,11,Mialitiana Clerc,http://www.wikidata.org/entity/Q46258329,Malagasy-French alpine skier,56139726,Malagasy-French alpine skier,56139726,Malagasy-French alpine skier,56139726,Malagasy-French alpine skier,56139726,Malagasy-French alpine skier,56139726,Malagasy-French alpine skier,56139726,Malagasy-French alpine skier,wd:Q46258329,56139726,Malagasy-French alpine skier,56139726,Malagasy-French alpine skier,56139726,Malagasy-French alpine skier,56139726,Malagasy-French alpine skier
805,758,Malawi,60,Joyce Banda,http://www.wikidata.org/entity/Q57388,4th President of Malawi,5503425,4th President of Malawi,5503425,4th President of Malawi,5503425,4th President of Malawi,5503425,4th President of Malawi,5503425,4th President of Malawi,5503425,4th President of Malawi,wd:Q57388,5503425,4th President of Malawi,5503425,4th President of Malawi,5503425,4th President of Malawi,5503425,4th President of Malawi
806,759,Malaysia,68,Siti Nurhaliza,http://www.wikidata.org/entity/Q2725555,Malaysian singer and actress,1730738,Malaysian singer and actress,1730738,Malaysian singer and actress,1730738,Malaysian singer and actress,1730738,Malaysian singer and actress,1730738,Malaysian singer and actress,1730738,Malaysian singer and actress,wd:Q2725555,1730738,Malaysian singer and actress,1730738,Malaysian singer and actress,1730738,Malaysian singer and actress,1730738,Malaysian singer and actress
807,760,Malaysia,54,Michelle Yeoh,http://www.wikidata.org/entity/Q214289,Malaysian-born actress of Chinese ethnicity,147873,Malaysian-born actress of Chinese ethnicity,147873,Malaysian-born actress of Chinese ethnicity,147873,Malaysian-born actress of Chinese ethnicity,147873,Malaysian-born actress of Chinese ethnicity,147873,Malaysian-born actress of Chinese ethnicity,147873,Malaysian-born actress of Chinese ethnicity,wd:Q214289,147873,Malaysian-born actress of Chinese ethnicity,147873,Malaysian-born actress of Chinese ethnicity,147873,Malaysian-born actress of Chinese ethnicity,147873,Malaysian-born actress of Chinese ethnicity
808,761,Maldives,14,Mariya Ahmed Didi,http://www.wikidata.org/entity/Q17517052,Maldivian Democratic Party politician,43548909,Maldivian Democratic Party politician,43548909,Maldivian Democratic Party politician,43548909,Maldivian Democratic Party politician,43548909,Maldivian Democratic Party politician,43548909,Maldivian Democratic Party politician,43548909,Maldivian Democratic Party politician,wd:Q17517052,43548909,Maldivian Democratic Party politician,43548909,Maldivian Democratic Party politician,43548909,Maldivian Democratic Party politician,43548909,Maldivian Democratic Party politician
809,762,Mali,24,Rokia Traoré,http://www.wikidata.org/entity/Q256065,Malian musician,1864005,Malian musician,1864005,Malian musician,1864005,Malian musician,1864005,Malian musician,1864005,Malian musician,1864005,Malian musician,wd:Q256065,1864005,Malian musician,1864005,Malian musician,1864005,Malian musician,1864005,Malian musician
810,764,Mali,24,Maimuna,http://www.wikidata.org/entity/Q18676754,violinist,44849341,violinist,44849341,violinist,44849341,violinist,44849341,violinist,44849341,violinist,44849341,violinist,wd:Q18676754,44849341,violinist,44849341,violinist,44849341,violinist,44849341,violinist
811,765,Mali,23,Aya Nakamura,http://www.wikidata.org/entity/Q37793136,French R&B singer,52005043,French R&B singer,52005043,French R&B singer,52005043,French R&B singer,52005043,French R&B singer,52005043,French R&B singer,52005043,French R&B singer,wd:Q37793136,52005043,French R&B singer,52005043,French R&B singer,52005043,French R&B singer,52005043,French R&B singer
812,766,Mali,21,Oumou Sangaré,http://www.wikidata.org/entity/Q467094,Malian singer and composer,1232360,Malian singer and composer,1232360,Malian singer and composer,1232360,Malian singer and composer,1232360,Malian singer and composer,1232360,Malian singer and composer,1232360,Malian singer and composer,wd:Q467094,1232360,Malian singer and composer,1232360,Malian singer and composer,1232360,Malian singer and composer,1232360,Malian singer and composer
813,767,Mali,19,Cissé Mariam Kaïdama Sidibé,http://www.wikidata.org/entity/Q293119,Prime Minister of Mali,31388879,Prime Minister of Mali,31388879,Prime Minister of Mali,31388879,Prime Minister of Mali,31388879,Prime Minister of Mali,31388879,Prime Minister of Mali,31388879,Prime Minister of Mali,wd:Q293119,31388879,Prime Minister of Mali,31388879,Prime Minister of Mali,31388879,Prime Minister of Mali,31388879,Prime Minister of Mali
814,768,Mali,18,Inna Modja,http://www.wikidata.org/entity/Q3123796,singer,36180225,singer,36180225,singer,36180225,singer,36180225,singer,36180225,singer,36180225,singer,wd:Q3123796,36180225,singer,36180225,singer,36180225,singer,36180225,singer
815,769,Mali,15,Fatoumata Coulibaly,http://www.wikidata.org/entity/Q28523879,Malian activist and actress,55753209,Malian activist and actress,55753209,Malian activist and actress,55753209,Malian activist and actress,55753209,Malian activist and actress,55753209,Malian activist and actress,55753209,Malian activist and actress,wd:Q28523879,55753209,Malian activist and actress,55753209,Malian activist and actress,55753209,Malian activist and actress,55753209,Malian activist and actress
816,770,Mali,14,Aminata Dramane Traoré,http://www.wikidata.org/entity/Q1169518,Malian politician,2087797,Malian politician,2087797,Malian politician,2087797,Malian politician,2087797,Malian politician,2087797,Malian politician,2087797,Malian politician,wd:Q1169518,2087797,Malian politician,2087797,Malian politician,2087797,Malian politician,2087797,Malian politician
817,771,Mali,14,Julia Channel,http://www.wikidata.org/entity/Q441114,French actress (born 1973),36097715,French actress (born 1973),36097715,French actress (born 1973),36097715,French actress (born 1973),36097715,French actress (born 1973),36097715,French actress (born 1973),36097715,French actress (born 1973),wd:Q441114,36097715,French actress (born 1973),36097715,French actress (born 1973),36097715,French actress (born 1973),36097715,French actress (born 1973)
818,772,Mali,12,Youma Diakite,http://www.wikidata.org/entity/Q4023027,"Malian model, actress, television personality and showgirl",43500562,"Malian model, actress, television personality and showgirl",43500562,"Malian model, actress, television personality and showgirl",43500562,"Malian model, actress, television personality and showgirl",43500562,"Malian model, actress, television personality and showgirl",43500562,"Malian model, actress, television personality and showgirl",43500562,"Malian model, actress, television personality and showgirl",wd:Q4023027,43500562,"Malian model, actress, television personality and showgirl",43500562,"Malian model, actress, television personality and showgirl",43500562,"Malian model, actress, television personality and showgirl",43500562,"Malian model, actress, television personality and showgirl"
819,773,Mali,11,Fatimata Touré,http://www.wikidata.org/entity/Q18001102,Malian activist,43751254,Malian activist,43751254,Malian activist,43751254,Malian activist,43751254,Malian activist,43751254,Malian activist,43751254,Malian activist,wd:Q18001102,43751254,Malian activist,43751254,Malian activist,43751254,Malian activist,43751254,Malian activist
820,774,Malta,55,Marie Louise Coleiro Preca,http://www.wikidata.org/entity/Q6762928,Maltese politician,16973920,Maltese politician,16973920,Maltese politician,16973920,Maltese politician,16973920,Maltese politician,16973920,Maltese politician,16973920,Maltese politician,wd:Q6762928,16973920,Maltese politician,16973920,Maltese politician,16973920,Maltese politician,16973920,Maltese politician
821,775,Marshall Islands,37,Hilda C. Heine,http://www.wikidata.org/entity/Q20090884,Marshallese politician,46890386,Marshallese politician,46890386,Marshallese politician,46890386,Marshallese politician,46890386,Marshallese politician,46890386,Marshallese politician,46890386,Marshallese politician,wd:Q20090884,46890386,Marshallese politician,46890386,Marshallese politician,46890386,Marshallese politician,46890386,Marshallese politician
822,776,Marshall Islands,12,Lisa Loring,http://www.wikidata.org/entity/Q2397104,American actress,1531937,American actress,1531937,American actress,1531937,American actress,1531937,American actress,1531937,American actress,1531937,American actress,wd:Q2397104,1531937,American actress,1531937,American actress,1531937,American actress,1531937,American actress
823,777,Mauritania,19,Fatimata M’baye,http://www.wikidata.org/entity/Q1398156,Judge in Mauritania,49988660,Judge in Mauritania,49988660,Judge in Mauritania,49988660,Judge in Mauritania,49988660,Judge in Mauritania,49988660,Judge in Mauritania,49988660,Judge in Mauritania,wd:Q1398156,49988660,Judge in Mauritania,49988660,Judge in Mauritania,49988660,Judge in Mauritania,49988660,Judge in Mauritania
824,778,Mauritania,18,Malouma,http://www.wikidata.org/entity/Q12244275,"Mauritanian singer, politician",49114443,"Mauritanian singer, politician",49114443,"Mauritanian singer, politician",49114443,"Mauritanian singer, politician",49114443,"Mauritanian singer, politician",49114443,"Mauritanian singer, politician",49114443,"Mauritanian singer, politician",wd:Q12244275,49114443,"Mauritanian singer, politician",49114443,"Mauritanian singer, politician",49114443,"Mauritanian singer, politician",49114443,"Mauritanian singer, politician"
825,779,Mauritania,13,L’Malouma Said,http://www.wikidata.org/entity/Q51200724,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly",60219330,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly",60219330,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly",60219330,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly",60219330,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly",60219330,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly",60219330,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly",wd:Q51200724,60219330,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly",60219330,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly",60219330,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly",60219330,"anti-slavery activist, deputy (Member of Parliament) to the Mauritanian National Assembly"
826,780,Mauritius,44,Ameenah Gurib-Fakim,http://www.wikidata.org/entity/Q20022984,scientist and president of Mauritius,46851552,scientist and president of Mauritius,46851552,scientist and president of Mauritius,46851552,scientist and president of Mauritius,46851552,scientist and president of Mauritius,46851552,scientist and president of Mauritius,46851552,scientist and president of Mauritius,wd:Q20022984,46851552,scientist and president of Mauritius,46851552,scientist and president of Mauritius,46851552,scientist and president of Mauritius,46851552,scientist and president of Mauritius
827,781,Mauritius,21,Havana Brown,http://www.wikidata.org/entity/Q610701,"Australian DJ, singer, recording artist, record producer, songwriter and dancer",31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer",31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer",31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer",31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer",31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer",31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer",wd:Q610701,31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer",31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer",31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer",31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer"
828,782,Mauritius,18,Monique Ohsan Bellepeau,http://www.wikidata.org/entity/Q692241,President of Mauritius,30914656,President of Mauritius,30914656,President of Mauritius,30914656,President of Mauritius,30914656,President of Mauritius,30914656,President of Mauritius,30914656,President of Mauritius,wd:Q692241,30914656,President of Mauritius,30914656,President of Mauritius,30914656,President of Mauritius,30914656,President of Mauritius
829,783,Mauritius,13,Ananda Devi,http://www.wikidata.org/entity/Q2845313,Mauritian writer,44991774,Mauritian writer,44991774,Mauritian writer,44991774,Mauritian writer,44991774,Mauritian writer,44991774,Mauritian writer,44991774,Mauritian writer,wd:Q2845313,44991774,Mauritian writer,44991774,Mauritian writer,44991774,Mauritian writer,44991774,Mauritian writer
830,784,Mauritius,12,Nathacha Appanah,http://www.wikidata.org/entity/Q467796,Mauritian journalist and novelist,3842335,Mauritian journalist and novelist,3842335,Mauritian journalist and novelist,3842335,Mauritian journalist and novelist,3842335,Mauritian journalist and novelist,3842335,Mauritian journalist and novelist,3842335,Mauritian journalist and novelist,wd:Q467796,3842335,Mauritian journalist and novelist,3842335,Mauritian journalist and novelist,3842335,Mauritian journalist and novelist,3842335,Mauritian journalist and novelist
831,785,Mauritius,11,Viveka Babajee,http://www.wikidata.org/entity/Q3465902,Mauritian actor,27856033,Mauritian actor,27856033,Mauritian actor,27856033,Mauritian actor,27856033,Mauritian actor,27856033,Mauritian actor,27856033,Mauritian actor,wd:Q3465902,27856033,Mauritian actor,27856033,Mauritian actor,27856033,Mauritian actor,27856033,Mauritian actor
832,786,Mexico,170,Frida Kahlo,http://www.wikidata.org/entity/Q5588,Mexican painter,162276,Mexican painter,162276,Mexican painter,162276,Mexican painter,162276,Mexican painter,162276,Mexican painter,162276,Mexican painter,wd:Q5588,162276,Mexican painter,162276,Mexican painter,162276,Mexican painter,162276,Mexican painter
833,787,Mexico,115,Lila Downs,http://www.wikidata.org/entity/Q23880,Mexican American singer-songwriter,535506,Mexican American singer-songwriter,535506,Mexican American singer-songwriter,535506,Mexican American singer-songwriter,535506,Mexican American singer-songwriter,535506,Mexican American singer-songwriter,535506,Mexican American singer-songwriter,wd:Q23880,535506,Mexican American singer-songwriter,535506,Mexican American singer-songwriter,535506,Mexican American singer-songwriter,535506,Mexican American singer-songwriter
834,788,Mexico,97,Salma Hayek,http://www.wikidata.org/entity/Q125106,Mexican actress and producer,27717,Mexican actress and producer,27717,Mexican actress and producer,27717,Mexican actress and producer,27717,Mexican actress and producer,27717,Mexican actress and producer,27717,Mexican actress and producer,wd:Q125106,27717,Mexican actress and producer,27717,Mexican actress and producer,27717,Mexican actress and producer,27717,Mexican actress and producer
835,789,Mexico,64,Thalía,http://www.wikidata.org/entity/Q171235,Mexican singer and actress,363163,Mexican singer and actress,363163,Mexican singer and actress,363163,Mexican singer and actress,363163,Mexican singer and actress,363163,Mexican singer and actress,363163,Mexican singer and actress,wd:Q171235,363163,Mexican singer and actress,363163,Mexican singer and actress,363163,Mexican singer and actress,363163,Mexican singer and actress
836,791,Mexico,63,Juana Inés de la Cruz,http://www.wikidata.org/entity/Q183074,"nun, scholar and poet in New Spain",363533,"nun, scholar and poet in New Spain",363533,"nun, scholar and poet in New Spain",363533,"nun, scholar and poet in New Spain",363533,"nun, scholar and poet in New Spain",363533,"nun, scholar and poet in New Spain",363533,"nun, scholar and poet in New Spain",wd:Q183074,363533,"nun, scholar and poet in New Spain",363533,"nun, scholar and poet in New Spain",363533,"nun, scholar and poet in New Spain",363533,"nun, scholar and poet in New Spain"
837,792,Moldova,70,Maia Sandu,http://www.wikidata.org/entity/Q15071069,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,wd:Q15071069,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova
838,1014,Romania,70,Maia Sandu,http://www.wikidata.org/entity/Q15071069,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,wd:Q15071069,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova,40796149,President of Moldova
839,793,Monaco,110,Grace Kelly,http://www.wikidata.org/entity/Q3925,American actress and Princess consort of Monaco (1929-1982),42620,American actress and Princess consort of Monaco (1929-1982),42620,American actress and Princess consort of Monaco (1929-1982),42620,American actress and Princess consort of Monaco (1929-1982),42620,American actress and Princess consort of Monaco (1929-1982),42620,American actress and Princess consort of Monaco (1929-1982),42620,American actress and Princess consort of Monaco (1929-1982),wd:Q3925,42620,American actress and Princess consort of Monaco (1929-1982),42620,American actress and Princess consort of Monaco (1929-1982),42620,American actress and Princess consort of Monaco (1929-1982),42620,American actress and Princess consort of Monaco (1929-1982)
840,794,Monaco,61,Eleanor of Aquitaine,http://www.wikidata.org/entity/Q178525,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,wd:Q178525,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness
841,1163,Spain,61,Eleanor of Aquitaine,http://www.wikidata.org/entity/Q178525,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,wd:Q178525,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness,9962,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness
842,795,Mongolia,39,Börte,http://www.wikidata.org/entity/Q234805,First wife of Genghis Khan,489477,First wife of Genghis Khan,489477,First wife of Genghis Khan,489477,First wife of Genghis Khan,489477,First wife of Genghis Khan,489477,First wife of Genghis Khan,489477,First wife of Genghis Khan,wd:Q234805,489477,First wife of Genghis Khan,489477,First wife of Genghis Khan,489477,First wife of Genghis Khan,489477,First wife of Genghis Khan
843,796,Mongolia,24,Sükhbaataryn Yanjmaa,http://www.wikidata.org/entity/Q464346,Mongolian politician (1894-1962),1703252,Mongolian politician (1894-1962),1703252,Mongolian politician (1894-1962),1703252,Mongolian politician (1894-1962),1703252,Mongolian politician (1894-1962),1703252,Mongolian politician (1894-1962),1703252,Mongolian politician (1894-1962),wd:Q464346,1703252,Mongolian politician (1894-1962),1703252,Mongolian politician (1894-1962),1703252,Mongolian politician (1894-1962),1703252,Mongolian politician (1894-1962)
844,797,Mongolia,22,Hoelun,http://www.wikidata.org/entity/Q378676,Mother of genghis Khan,1420929,Mother of genghis Khan,1420929,Mother of genghis Khan,1420929,Mother of genghis Khan,1420929,Mother of genghis Khan,1420929,Mother of genghis Khan,1420929,Mother of genghis Khan,wd:Q378676,1420929,Mother of genghis Khan,1420929,Mother of genghis Khan,1420929,Mother of genghis Khan,1420929,Mother of genghis Khan
845,798,Mongolia,22,Urantsetseg Munkhbat,http://www.wikidata.org/entity/Q2260632,Mongolian judoka,36568268,Mongolian judoka,36568268,Mongolian judoka,36568268,Mongolian judoka,36568268,Mongolian judoka,36568268,Mongolian judoka,36568268,Mongolian judoka,wd:Q2260632,36568268,Mongolian judoka,36568268,Mongolian judoka,36568268,Mongolian judoka,36568268,Mongolian judoka
846,800,Mongolia,21,Dorjsürengiin Sumiyaa,http://www.wikidata.org/entity/Q2371755,Mongolian judoka,36629877,Mongolian judoka,36629877,Mongolian judoka,36629877,Mongolian judoka,36629877,Mongolian judoka,36629877,Mongolian judoka,36629877,Mongolian judoka,wd:Q2371755,36629877,Mongolian judoka,36629877,Mongolian judoka,36629877,Mongolian judoka,36629877,Mongolian judoka
847,801,Mongolia,18,Doquz Khatun,http://www.wikidata.org/entity/Q154196,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu",13058813,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu",13058813,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu",13058813,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu",13058813,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu",13058813,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu",13058813,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu",wd:Q154196,13058813,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu",13058813,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu",13058813,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu",13058813,"13th-century Keraite princess and consort to Ilkhanate Khan, Hulagu"
848,802,Mongolia,16,Sati Beg,http://www.wikidata.org/entity/Q454124,Claimant to the throne of the Ilkhanate (1300-1345),2272649,Claimant to the throne of the Ilkhanate (1300-1345),2272649,Claimant to the throne of the Ilkhanate (1300-1345),2272649,Claimant to the throne of the Ilkhanate (1300-1345),2272649,Claimant to the throne of the Ilkhanate (1300-1345),2272649,Claimant to the throne of the Ilkhanate (1300-1345),2272649,Claimant to the throne of the Ilkhanate (1300-1345),wd:Q454124,2272649,Claimant to the throne of the Ilkhanate (1300-1345),2272649,Claimant to the throne of the Ilkhanate (1300-1345),2272649,Claimant to the throne of the Ilkhanate (1300-1345),2272649,Claimant to the throne of the Ilkhanate (1300-1345)
849,803,Mongolia,16,Byambasuren Davaa,http://www.wikidata.org/entity/Q467764,German film director,4435984,German film director,4435984,German film director,4435984,German film director,4435984,German film director,4435984,German film director,4435984,German film director,wd:Q467764,4435984,German film director,4435984,German film director,4435984,German film director,4435984,German film director
850,804,Mongolia,15,Mandukhai Khatun,http://www.wikidata.org/entity/Q299737,Mongolian politician (1449-1510),8849487,Mongolian politician (1449-1510),8849487,Mongolian politician (1449-1510),8849487,Mongolian politician (1449-1510),8849487,Mongolian politician (1449-1510),8849487,Mongolian politician (1449-1510),8849487,Mongolian politician (1449-1510),wd:Q299737,8849487,Mongolian politician (1449-1510),8849487,Mongolian politician (1449-1510),8849487,Mongolian politician (1449-1510),8849487,Mongolian politician (1449-1510)
