country,number,nonsense,item,wikidata_id,wikidata_id_short,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Malaysia,5,1,Ibrahim Hussein,http://www.wikidata.org/entity/Q2127538,wd:Q2127538,21618837,Malaysian artist (1936-2009),"Datuk Ibrahim Hussein (13 March 1936 – 19 February 2009) was a Malaysian artist. His main medium was one he devised himself and called ""printage""—a combination of printing and collage.Ibrahim was born in 1936 in the village of Sungai Limau in the Yan district of Kedah. His eldest brother is Abdullah Hussain. A talented artist during his youth, he began studies at the Nanyang Academy of Fine Arts in Singapore in 1956. In 1959, he moved to London, where he studied at the Byam Shaw School of Art and the Royal Academy Schools. During his time in London, he worked as a postman and film extra to survive financially, until he was awarded an Award of Merit scholarship which allowed him to travel to France and Italy.He returned to Malaysia to become a resident artist at the University of Malaya. In 1991, he founded the Ibrahim Hussein Museum and Cultural Foundation in the Langkawi rainforest—a non-profit foundation and museum dedicated to the promotion, development and advancement of art and culture.
Ibrahim suffered a heart attack on 18 February 2009 and was taken to the Pantai Medical Centre where he died the next morning just before 4.00 am.",https://en.wikipedia.org/wiki/Ibrahim_Hussein_(artist)
Mali,4,1,Abdoulaye Konaté,http://www.wikidata.org/entity/Q2821379,wd:Q2821379,16386037,Malian artist,"Abdoulaye Konaté (1 February 1953) is a Malian artist. He was born in Diré and lives and works in Bamako.
Konaté studied painting at the Institut National des Arts de Bamako and then at the Instituto Superior de Arte, Havana, Cuba.",https://en.wikipedia.org/wiki/Abdoulaye_Konat%C3%A9
Malta,16,1,Maria de Dominici,http://www.wikidata.org/entity/Q16859396,wd:Q16859396,41839220,"Maltese artist, sculptor(1645–1703)","Suor Maria de Dominici (6 December 1645 – 18 March 1703) was a Maltese painter, sculptor, and a Carmelite tertiary nun. Born into a family of artists based in the city of Birgu (Vittoriosa), she was the daughter of a goldsmith and appraiser for the Knights of Malta. Two of her brothers, Raimondo de Dominici and Francesco de Dominici, were painters. Raimondo's son Bernardo would write a contemporary art history book that included references to Maria.

",https://en.wikipedia.org/wiki/Maria_de_Dominici
Mauritius,21,1,Malcolm de Chazal,http://www.wikidata.org/entity/Q549230,wd:Q549230,1190104,Mauritian artist (1902-1981),"Malcolm de Chazal (12 September 1902 – 1 October 1981) was a Mauritian writer, painter, and visionary, known especially for his Sens-Plastique, a work consisting of several thousand aphorisms and pensées.",https://en.wikipedia.org/wiki/Malcolm_de_Chazal
Mexico,170,1,Frida Kahlo,http://www.wikidata.org/entity/Q5588,wd:Q5588,162276,Mexican painter,"Magdalena Carmen Frida Kahlo y Calderón (Spanish pronunciation: [ˈfɾiða ˈkalo]; 6 July 1907 – 13 July 1954) was a Mexican painter known for her many portraits, self-portraits, and works inspired by the nature and artifacts of Mexico. Inspired by the country's popular culture, she employed a naïve folk art style to explore questions of identity, postcolonialism, gender, class, and race in Mexican society. Her paintings often had strong autobiographical elements and mixed realism with fantasy. In addition to belonging to the post-revolutionary Mexicayotl movement, which sought to define a Mexican identity, Kahlo has been described as a surrealist or magical realist. She is known for painting about her experience of chronic pain.Born to a German father and a mestiza mother, Kahlo spent most of her childhood and adult life at La Casa Azul, her family home in Coyoacán – now publicly accessible as the Frida Kahlo Museum. Although she was disabled by polio as a child, Kahlo had been a promising student headed for medical school until being injured in a bus accident at the age of 18, which caused her lifelong pain and medical problems. During her recovery, she returned to her childhood interest in art with the idea of becoming an artist.
Kahlo's interests in politics and art led her to join the Mexican Communist Party in 1927, through which she met fellow Mexican artist Diego Rivera. The couple married in 1929 and spent the late 1920s and early 1930s travelling in Mexico and the United States together. During this time, she developed her artistic style, drawing her main inspiration from Mexican folk culture, and painted mostly small self-portraits that mixed elements from pre-Columbian and Catholic beliefs. Her paintings raised the interest of Surrealist artist André Breton, who arranged for Kahlo's first solo exhibition at the Julien Levy Gallery in New York in 1938; the exhibition was a success and was followed by another in Paris in 1939. While the French exhibition was less successful, the Louvre purchased a painting from Kahlo, The Frame, making her the first Mexican artist to be featured in their collection. Throughout the 1940s, Kahlo participated in exhibitions in Mexico and the United States and worked as an art teacher. She taught at the Escuela Nacional de Pintura, Escultura y Grabado (""La Esmeralda"") and was a founding member of the Seminario de Cultura Mexicana. Kahlo's always-fragile health began to decline in the same decade. She had her first solo exhibition in Mexico in 1953, shortly before her death in 1954 at the age of 47.
Kahlo's work as an artist remained relatively unknown until the late 1970s, when her work was rediscovered by art historians and political activists. By the early 1990s, not only had she become a recognized figure in art history, but she was also regarded as an icon for Chicanos, the feminism movement, and the LGBTQ+ movement. Kahlo's work has been celebrated internationally as emblematic of Mexican national and indigenous traditions and by feminists for what is seen as its uncompromising depiction of the female experience and form.",https://en.wikipedia.org/wiki/Frida_Kahlo
Moldova,26,1,Mikhail Larionov,http://www.wikidata.org/entity/Q38785,wd:Q38785,2480197,Russian artist (1881-1964),"Mikhail Fyodorovich Larionov (Russian: Михаи́л Фёдорович Ларио́нов; June 3, 1881 – May 10, 1964) was an avant-garde Russian painter who worked with radical exhibitors and pioneered the first approach to abstract Russian art. His lifelong partner was fellow avant-garde artist, Natalia Goncharova.",https://en.wikipedia.org/wiki/Mikhail_Larionov
Monaco,15,1,François Joseph Bosio,http://www.wikidata.org/entity/Q659429,wd:Q659429,1149657,Monegasque sculptor (1768-1845),Baron François Joseph Bosio (19 March 1768 – 29 July 1845) was a Monegasque sculptor who achieved distinction in the first quarter of the nineteenth century with his work for Napoleon and for the restored French monarchy.,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Joseph_Bosio
Mongolia,10,1,Nadya Rusheva,http://www.wikidata.org/entity/Q1958352,wd:Q1958352,1779678,Russian artist (1952-1969),"Nadya (Nadezhda Nikolayevna) Rusheva (Russian: Надя (Надежда Николаевна) Рушева) (31 January 1952 - 6 March 1969) was a Russian artist. Having started drawing from the age of five, she had created over 10,000 artworks before dying at the age of 17.",https://en.wikipedia.org/wiki/Nadya_Rusheva
Montenegro,8,1,Milo Milunović,http://www.wikidata.org/entity/Q1283140,wd:Q1283140,3620048,Serbian painter (1897-1967),"Milo Milunović (6 August 1897 in Cetinje, Principality of Montenegro – 11 February 1967 in Belgrade, SR Serbia, SFRY) was a distinguished Yugoslav and Montenegrin painter. He dabbled in both Impressionism and Cubism.",https://en.wikipedia.org/wiki/Milo_Milunovi%C4%87
Morocco,12,1,Mahi Binebine,http://www.wikidata.org/entity/Q3277719,wd:Q3277719,5825225,Moroccan artist,Mahi Binebine (Arabic: ماحي بنيبين) is a Moroccan painter and novelist born in Marrakech in 1959. Binebine has written six novels which have been translated into various languages.,https://en.wikipedia.org/wiki/Mahi_Binebine
Mozambique,14,1,Malangatana Ngwenya,http://www.wikidata.org/entity/Q384560,wd:Q384560,8469276,Mozambican artist (1936-2011),"Malangatana Valente Ngwenya (6 June 1936 – 5 January 2011) was a Mozambican painter and poet.  He frequently exhibited work under his first name alone, as Malangatana. He died on 5 January 2011 in Matosinhos, Portugal.

",https://en.wikipedia.org/wiki/Malangatana_Ngwenya
Myanmar,4,1,Ba Kyi,http://www.wikidata.org/entity/Q4837059,wd:Q4837059,29585434,Burmese painter (1912-2000),"Ba Kyi, FRSA (Burmese: ဘကြည် [ba̰ tɕì]; 17 July 1912 – 15 April 2000) was a well-known and prolific Burmese artist. He was initially trained in western painting, but in the post-World War II independence period, he initiated a revival of Traditional painting, borrowing from the Western training he had received as well as his own cultural heritage of painting styles and techniques.",https://en.wikipedia.org/wiki/Ba_Kyi
Namibia,6,1,Dieter Aschenborn,http://www.wikidata.org/entity/Q439887,wd:Q439887,24395682,German artist (1915-2002),"Dieter Aschenborn (15 November 1915 in Okahandja, Namibia – September 2002 in Windhoek, Namibia) was a Namibian painter. He was the son of the animal painter Hans Aschenborn.",https://en.wikipedia.org/wiki/Dieter_Aschenborn
Nepal,23,1,Araniko,http://www.wikidata.org/entity/Q626019,wd:Q626019,1340629,Nepalese artist and architect (c.1244-c.1306),"Aniko, Anige or Araniko (Nepali: अरनिको, Chinese: 阿尼哥; 1245–1306) was one of the key figures in the arts of Nepal and Yuan dynasty of China, and the artistic exchanges in these areas. He was born in  Kathmandu Valley, Nepal, during the reign of Abhaya Malla. He is known for building the White Stupa at the Miaoying Temple in Beijing. During the reign of Jaya Bhim Dev Malla, he was sent on a project to build a golden stupa in Tibet, where he also initiated into monkhood. From Tibet he was sent further to North China to work in the court of the emperor Kublai Khan, the founder of Yuan dynasty (1279–1368), where he brought the trans-Himalayan artistic tradition to China. Araniko led a team of 80 artists to China and Tibet to make a number of pagoda style buildings. In his later life, he renounced monkhood and started a family.
To some confusion in translation, his name is variously written as Arniko or Araniko in old texts. A mistake made by Baburam Acharya ascribed his Sanskrit name as Balabahu. However, later he contends that Aniko might possibly be the Chinese pronunciation for Sanskrit name Aneka. It is also plausible that his name could mean Aa Ni Ka, meaning ""respectable brother from Nepal"".",https://en.wikipedia.org/wiki/Araniko
Netherlands,238,1,Vincent van Gogh,http://www.wikidata.org/entity/Q5582,wd:Q5582,32603,Dutch post-impressionist painter (1853–1890),"Vincent Willem van Gogh (Dutch: [ˈvɪnsənt ˈʋɪləɱ vɑŋ ˈɣɔx] (listen); 30 March 1853 – 29 July 1890) was a Dutch Post-Impressionist painter who posthumously became one of the most famous and influential figures in Western art history. In a decade, he created about 2,100 artworks, including around 860 oil paintings, most of which date from the last two years of his life. They include landscapes, still lifes, portraits, and self-portraits, and are characterised by bold colours and dramatic, impulsive and expressive brushwork that contributed to the foundations of modern art. He was not commercially successful,  struggled with severe depression and poverty, and committed suicide at the age of 37.
Van Gogh was born into an upper-middle-class family, While a child he drew and was serious, quiet and thoughtful. As a young man he worked as an art dealer, often traveling, but became depressed after he was transferred to London. He turned to religion and spent time as a Protestant missionary in southern Belgium. He drifted in ill health and solitude before taking up painting in 1881, having moved back home with his parents. His younger brother Theo supported him financially; the two kept a long correspondence by letter. His early works, mostly still lifes and depictions of peasant labourers, contain few signs of the vivid colour that distinguished his later work. In 1886, he moved to Paris, where he met members of the avant-garde, including Émile Bernard and Paul Gauguin, who were reacting against the Impressionist sensibility. As his work developed he created a new approach to still lifes and local landscapes. His paintings grew brighter as he developed a style that became fully realised during his stay in Arles in the South of France in 1888. During this period he broadened his subject matter to include series of olive trees, wheat fields and sunflowers.
Van Gogh suffered from psychotic episodes and delusions, and though he worried about his mental stability, he often neglected his physical health, did not eat properly and drank heavily. His friendship with Gauguin ended after a confrontation between the two when, in a rage, Van Gogh severed a part of his own left ear with a razor. He spent time in psychiatric hospitals, including a period at Saint-Rémy. After he discharged himself and moved to the Auberge Ravoux in Auvers-sur-Oise near Paris, he came under the care of the homeopathic doctor Paul Gachet. His depression persisted, and on 27 July 1890, Van Gogh is believed to have shot himself in the chest with a revolver, dying from his injuries two days later.
Van Gogh was commercially unsuccessful during his lifetime, and he was considered a madman and a failure. As he became famous only after his suicide, he came to be seen as a misunderstood genius in the public imagination. His reputation grew in the early 20th century as elements of his style came to be incorporated by the Fauves and German Expressionists. He attained widespread critical and commercial success over the ensuing decades, and is remembered as an important but tragic painter whose troubled personality typifies the romantic ideal of the tortured artist. Today, Van Gogh's works are among the world's most expensive paintings to have ever sold, and his legacy is honoured by a museum in his name, the Van Gogh Museum in Amsterdam, which holds the world's largest collection of his paintings and drawings.",https://en.wikipedia.org/wiki/Vincent_van_Gogh
New Zealand,13,1,Frances Hodgkins,http://www.wikidata.org/entity/Q1264271,wd:Q1264271,3894530,New Zealand painter (1869-1947),"Frances Mary Hodgkins (28 April 1869 – 13 May 1947) was a New Zealand painter chiefly of landscape and still life, and for a short period was a designer of textiles. She was born and raised in New Zealand, but spent most of her working life in England. She is considered one of New Zealand's most prestigious and influential painters, although it is the work from her life in Europe, rather than her home country, on which her reputation rests.",https://en.wikipedia.org/wiki/Frances_Hodgkins
Nicaragua,5,1,Carlos Mauricio Valenti Perrillat,http://www.wikidata.org/entity/Q1043058,wd:Q1043058,22777847,French painter (1888-1912),"Carlos Mauricio Valenti Perrillat (November 15, 1888 in Paris – October 29, 1912 in  Paris) was a French-born painter, who worked predominantly in Guatemala. An artist with the gift of an undeniable talent who, in spite of living within the moral repressions and strict conventional customs of a Guatemalan time outlined by a dictatorship (Manuel Estrada Cabrera), he was able to develop one of the most important works for art history in the 20th century. He is considered as pioneer of modern Guatemalan art.",https://en.wikipedia.org/wiki/Carlos_Mauricio_Valenti_Perrillat
Nigeria,14,1,El Anatsui,http://www.wikidata.org/entity/Q1323876,wd:Q1323876,8165775,Ghanaian painter and sculptor,"El Anatsui ([ah-nah-ch-wee], born 1944) is a Ghanaian sculptor active for much of his career in Nigeria. He has drawn particular international attention for his ""bottle-top installations"". These installations consist of thousands of aluminum pieces sourced from alcohol recycling stations and sewn together with copper wire, which are then transformed into metallic cloth-like wall sculptures. Such materials, while seemingly stiff and sturdy, are actually free and flexible, which often helps with manipulation when installing his sculptures.

",https://en.wikipedia.org/wiki/El_Anatsui
North Korea,7,1,Kim Heungsou,http://www.wikidata.org/entity/Q3196925,wd:Q3196925,38398113,South Korean painter (1919-2014),"Kim Heungsou (Hangul: 김흥수; Hanja: 金興洙; November 17, 1919 – June 9, 2014) was a Korean painter who was sometimes called the ""Picasso of Korea"". Jang soo hyun, his partner and executive curator of Kim Heungsou museum died of ovarian cancer in November 2012.",https://en.wikipedia.org/wiki/Kim_Heungsou
North Macedonia,34,1,Vlado Goreski,http://www.wikidata.org/entity/Q7938953,wd:Q7938953,29612277,Macedonian painter and graphic artist,"Vlado Goreski – Rafik (Macedonian: Владо Ѓорески – Рафик) (born 21 April 1958, in Bitola) is a Macedonian and Slovenian graphic artist, artist, scenographer. He finished secondary school in Bitola, and he graduated at the Faculty of Philosophy – Skopje, Department History of Art at 1981. He has studied at the International Centre of Graphic Arts in Ljubljana, Slovenia.In 1980 he began to volunteer, and in 1981 he was employed as painter-artist at the National Theatre Bitola. In 1982 he was employed in Institute, Museum and Gallery in Bitola as curator of contemporary art.
He had his first solo exhibition in 1981, and since then he is permanently present with solo and collective exhibitions in the country and abroad. On the field of art critics he is present primarily in the graphics art, but he does not neglect the other art parts. 
His artistic affirmation turns internationally as well, as jury member, selector and expert consultant:
He is member of the international jury of the Graphic Biennial in Varna, Bulgaria.
He was member of the International Jury of Gallery of World Drawing in Skopje, North Macedonia.He was selector of authors, representatives of the country of North Macedonia, and presenter of the collection of the International Graphic Triennial – Bitola at the Graphic Triennial in Chamalières, France. In addition, he presents artists from other countries at this triennial.He was expert consultant and participated in organizing the 2nd International Graphic Biennial, Čačak, Serbia, 2014 – 2020",https://en.wikipedia.org/wiki/Vlado_Goreski
Norway,110,1,Edvard Munch,http://www.wikidata.org/entity/Q41406,wd:Q41406,9779,Norwegian painter and printmaker (1863–1944),"Edvard Munch ( MUUNK, Norwegian: [ˈɛ̀dvɑɖ ˈmʊŋk] (listen); 12 December 1863 – 23 January 1944) was a Norwegian painter. His best known work, The Scream (1893), has become an iconic image of the art world.
His childhood was overshadowed by illness, bereavement and the dread of inheriting a mental condition that ran in the family. Studying at the Royal School of Art and Design in Kristiania (today's Oslo), Munch began to live a bohemian life under the influence of the nihilist Hans Jæger, who urged him to paint his own emotional and psychological state ('soul painting'). From this emerged his distinctive style.
Travel brought new influences and outlets. In Paris, he learned much from Paul Gauguin, Vincent van Gogh and Henri de Toulouse-Lautrec, especially their use of color. In Berlin, he met the Swedish dramatist August Strindberg, whom he painted, as he embarked on a major series of paintings he would later call The Frieze of Life, depicting a series of deeply-felt themes such as love, anxiety, jealousy and betrayal, steeped in atmosphere.
The Scream was conceived in Kristiania. According to Munch, he was out walking at sunset, when he 'heard the enormous, infinite scream of nature'. The painting's agonized face is widely identified with the angst of the modern person. Between 1893 and 1910, he made two painted versions and two in pastels, as well as a number of prints. One of the pastels would eventually command the fourth highest nominal price paid for a painting at auction.
As his fame and wealth grew, his emotional state remained insecure. He briefly considered marriage, but could not commit himself. A mental breakdown in 1908 forced him to give up heavy drinking, and he was cheered by his increasing acceptance by the people of Kristiania and exposure in the city's museums. His later years were spent working in peace and privacy. Although his works were banned in Nazi-occupied Europe, most of them survived World War II, securing him a legacy.",https://en.wikipedia.org/wiki/Edvard_Munch
Pakistan,14,1,Nalini Malani,http://www.wikidata.org/entity/Q13112819,wd:Q13112819,47302883,artist from India,"Nalini Malani (b. 1946) is a contemporary Indian artist. She works with several mediums which include theater, videos, installations along with mixed media paintings and drawings. The subjects of her creations are deeply influenced by her experience of migration in the aftermath of the partition of India. Subsequently, pressing feminist issues have also become a part of her creative output.
Her works have been showcased at renowned museums across the world, including the Stedelijk Museum in Amsterdam and the Museum of Modern Art in New York.",https://en.wikipedia.org/wiki/Nalini_Malani
Panama,8,1,José Luis Rodríguez Pittí,http://www.wikidata.org/entity/Q449779,wd:Q449779,2768668,"Panamanian poet, essayist and photographer","José Luis Rodríguez Pittí is a contemporary writer, videoartist and documentary photographer.",https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Rodr%C3%ADguez_Pitt%C3%AD
Papua New Guinea,4,1,Timothy Akis,http://www.wikidata.org/entity/Q2140827,wd:Q2140827,17597850,Papua New Guinean artist (1944-1984),"Timothy Akis, born around 1944 in Tsembaga village, Simbai Valley, Madang Province, Papua New Guinea, died in 1984, was a Papua New Guinean artist. His art consisted primarily in imaginative pen and ink drawings and batiks inspired by his country's wildlife.Akis had the distinction of being the second Papua New Guinean artist to hold an exhibition, at the University of Papua New Guinea in 1969. He later held exhibitions in the United States, the United Kingdom, Switzerland, the Philippines and Australia.Ulli Beier described Akis' artwork from his first exhibition in these terms:

""The delicate freshness of these drawings owes nothing to the traditions of his people, whose artwork consisted mainly of geometric shield designs. Unburdened by the rigid conventions of ancient traditions and uninhibited by western education, Akis created his personal image of a world of animals and men.""Examples of Akis' artwork were reproduced in the inaugural issue of Beier' Kovave: A Journal of New Guinea literature, alongside the work of fellow artists such as Mathias Kauage. Kauage's own art was reportedly inspired by visiting Akis' exhibition.In the 1970s and early 1980s, Akis divided his time between subsistence farming in his native village and working on his art in Port Moresby.During a posthumous exhibition, the Tamworth Regional Gallery (Australia) identified Akis as one of Papua New Guinea's leading print and drawing artists, along with Mathias Kauage, John Man and Martin Morububuna. Akis' art was also exhibited posthumously at the Musée des Confluences in Lyon in 2007. An exhibition in Cairns that same year celebrated Akis' ""international reputation"", along with that of other notable Papua New Guinean artists, and his art was also displayed at the Alcheringa Gallery in 2007. In 2008, his work featured alongside that of Kuagae and Morububuna an exhibition in Clarence Valley, then alongside that of Jakupa Ako and Mathias Kauage at the East-West Center Gallery. The ninth issue of the Australian Art Review described Beier's ""mentorship"" relationship with Akis. Akis' art has been featured in the book La peinture des Papous, along with that of Mathias Kauage, Jakupa Ako and John Siune.
The Star Bulletin described Akis as having had ""a major influence on the nation's art as [he] demonstrated how indigenous culture could be reflected in contemporary art forms.""",https://en.wikipedia.org/wiki/Timothy_Akis
Paraguay,6,1,Olga Blinder,http://www.wikidata.org/entity/Q981257,wd:Q981257,8058674,Paraguayan artist (1921-2008),"Olga Blinder (1921 in Asunción, Paraguay – 19 July 2008) was a Paraguayan painter, engraver and sculptor. Blinder was born in Asunción into a Jewish family. She lived through the Chaco War, World War II, the 1947 Paraguayan Civil War, in addition to Paraguay's coup d'états in 1954 and 1989. Blinder was also a licensed professor who taught arts and creative education for over 30 years.  Her works include numerous published books and articles on education and art. She is the former director of the Escolinha de Arte of Paraguay in the Brazilian Cultural Mission and of the Instituto de Arte (ISA) of the National University of Asunción. She was also an advisor to the Ministry of Education for the development of textbooks. In addition, she has been recognized by the League of Women's Rights, by the Brazilian government, and received the Integración Latinoamericana award from the Ministry of Culture and Education of Argentina. Blinder is considered one of the key promoters of change within the 1950s Paraguayan art scene.",https://en.wikipedia.org/wiki/Olga_Blinder
People's Republic of China,36,1,Shitao,http://www.wikidata.org/entity/Q469439,wd:Q469439,1979799,Chinese painter and poet (1642-1707),"Shitao or Shi Tao (simplified Chinese: 石涛; traditional Chinese: 石濤; pinyin: Shí Tāo; Wade–Giles: Shih-t'ao; other department Yuan Ji  (Chinese: 原濟; Chinese: 原济; pinyin: Yuán Jì), 1642–1707), born into the Ming dynasty imperial clan as Zhu Ruoji (朱若極), was a Chinese Buddhist monk, calligrapher, and landscape painter during the early Qing dynasty.Born in the Quanzhou County in Guangxi province, Shitao was a member of the royal house descended from the elder brother of Zhu Yuanzhang. He narrowly avoided catastrophe in 1644 when the Ming dynasty fell to invading Manchus and civil rebellion. Having escaped by chance from the fate to which his lineage would have assigned him, He assumed the name Yuanji Shitao no later than 1651 when he became a Buddhist monk.
He moved from Wuchang, where he began his religious instruction, to Anhui in the 1660s. Throughout the 1680s he lived in Nanjing and Yangzhou, and in 1690 he moved to Beijing to find patronage for his promotion within the monastic system. Frustrated by his failure to find a patron, Shitao converted to Daoism in 1693 and returned to Yangzhou where he remained until his death in 1707. In his late years, he is said to have greeted Kangxi Emperor visiting Yangzhou. Geyuan Garden grows Chinese bamboo variations that Shitao himself loved.",https://en.wikipedia.org/wiki/Shitao
Peru,26,1,Boris Vallejo,http://www.wikidata.org/entity/Q377997,wd:Q377997,766490,American artist,"Boris Vallejo (born January 8, 1941) is a Peruvian-American painter who works in the science fiction, fantasy, and erotica genres. His hyper-representational paintings have appeared on the covers of numerous science fiction and fantasy fiction novels. They are also sold through a series of annual calendars.

",https://en.wikipedia.org/wiki/Boris_Vallejo
Philippines,26,1,Juan Luna,http://www.wikidata.org/entity/Q28867,wd:Q28867,1138168,"Filipino painter, sculptor and political activist (1857-1899)","Juan Luna de San Pedro y Novicio Ancheta (Spanish: [ˈxwan ˈluna], Tagalog: [hwɐn ˈluna]; October 23, 1857 – December 7, 1899) was a Filipino painter, sculptor and a political activist of the Philippine Revolution during the late 19th century. He became one of the first recognized Philippine artists.
His winning the gold medal in the 1884 Madrid Exposition of Fine Arts, along with the silver win of fellow Filipino painter Félix Resurrección Hidalgo, prompted a celebration which was a major highlight in the memoirs of members of the Propaganda Movement, with the fellow Ilustrados toasting to the two painters' good health and to the brotherhood between Spain and the Philippines.
Regarded for work done in the manner of European academies of his time, Luna painted literary and historical scenes, some with an underscore of political commentary. His allegorical works were inspired with classical balance, and often showed figures in theatrical poses.

",https://en.wikipedia.org/wiki/Juan_Luna
Poland,58,1,Jan Matejko,http://www.wikidata.org/entity/Q189117,wd:Q189117,392979,Polish painter (1838-1893),"Jan Alojzy Matejko (Polish pronunciation: [jan aˈlɔjzɨ maˈtɛjko] (listen); also known as Jan Mateyko; 24 June 1838 – 1 November 1893) was a Polish painter, a leading 19th-century exponent of history painting, known for depicting nodal events from Polish history. His works include large scale oil paintings such as Rejtan (1866), the Union of Lublin (1869),  the Astronomer Copernicus, or Conversations with God (1873), or the Battle of Grunwald (1878). He was the author of numerous portraits, a gallery of Polish monarchs in book form, and murals in St. Mary's Basilica, Kraków. He is considered by many as the most celebrated Polish painter, and sometimes as the ""national painter"" of Poland.  Matejko was among the notable people to receive an unsolicited letter from the German philosopher, Friedrich Nietzsche, as the latter tipped, in January 1889, into his psychotic breakdown while in Turin.Matejko spent most of his life in Kraków. His teachers at the Kraków Academy of Fine Arts included Wojciech Korneli Stattler and Władysław Łuszczkiewicz. Later, he became director of the institution, which in time was renamed the Jan Matejko Academy of Fine Arts. A number of his students became prominent artists in their own right, including Maurycy Gottlieb, Jacek Malczewski, Józef Mehoffer and Stanisław Wyspiański. He is regarded as ""the Father of the Młoda Polska"" Arts and Crafts movement in Poland.",https://en.wikipedia.org/wiki/Jan_Matejko
Portugal,25,1,Paula Rego,http://www.wikidata.org/entity/Q235318,wd:Q235318,208066,Portuguese visual artist,"Dame Maria Paula Figueiroa Rego  (born 26 January 1935) is a Portuguese-British visual artist who is particularly known for her paintings and prints based on storybooks. Rego’s style has evolved from abstract towards representational, and she has favoured pastels over oils for much of her career. Her work often reflects feminism, coloured by folk-themes from her native Portugal.
Rego studied at the Slade School of Fine Art, University College London and was an exhibiting member of the London Group, along with David Hockney and Frank Auerbach. She was the first artist-in-residence at the National Gallery in London. She lives and works in London.",https://en.wikipedia.org/wiki/Paula_Rego
Qatar,38,1,M. F. Husain,http://www.wikidata.org/entity/Q558522,wd:Q558522,1280630,Indian artist (1915-2011),"Maqbool Fida Husain (17 September 1915 – 9 June 2011) was an Indian artist known for executing bold, vibrantly coloured narrative paintings in a modified Cubist style. He was one of the most celebrated and internationally recognised Indian artists of the 20th century. He was one of the founding members of Bombay Progressive Artists' Group.
M.F. Husain is associated with Indian modernism in the 1940s. His early association with the Bombay Progressive Artists' Group used modern technique, and was inspired by the ""new"" India after the partition of 1947. His narrative paintings, executed in a modified Cubist style, can be caustic and funny as well as serious and sombre. His themes—sometimes treated in series—include topics as diverse as Gandhi, Mother Teresa, the Ramayana, the Mahabharata, the British Raj, and motifs of Indian urban and rural life. In September 2020, his painting titled “Voices”, auctioned for a record $2.5 million.Husain's later works have stirred controversy, which included nude portrayals of Hindu deities, and a nude portrayal of Bharat Mata. Right-wing organisations called for his arrest, and several lawsuits were filed against him for hurting religious sentiments. He remained in a self imposed exile from 2006 until his death in 2011, accepting Qatari citizenship in 2010.
In 1967, he received the National Film Award for Best Experimental Film for Through the Eyes of a Painter. In 2004, he directed Meenaxi: A Tale of Three Cities, a film he worked on with his artist son Owais Husain, which was screened in the Marché du film section of the 2004 Cannes Film Festival.",https://en.wikipedia.org/wiki/M._F._Husain
Republic of Ireland,58,1,Francis Bacon,http://www.wikidata.org/entity/Q154340,wd:Q154340,206186,Irish-born British painter (1909-1992),"Francis Bacon (28 October 1909 – 28 April 1992) was an Irish-born British figurative painter known for his raw, unsettling imagery. Focusing on the human form, his subjects included crucifixions, portraits of popes, self-portraits, and portraits of close friends, with abstracted figures sometimes isolated in geometrical structures. Rejecting various classifications of his work, Bacon said he strove to render ""the brutality of fact."" He built up a reputation as one of the giants of contemporary art with his unique style.Bacon said that he saw images ""in series"", and his work, which numbers in the region of 590 extant paintings along with many others he destroyed, typically focused on a single subject for sustained periods, often in triptych or diptych formats. His output can be broadly described as sequences or variations on single motifs; including the 1930s Picasso-influenced bio-morphs and Furies, the 1940s male heads isolated in rooms or geometric structures, the 1950s ""screaming popes,"" the mid-to-late 1950s animals and lone figures, the early 1960s crucifixions, the mid-to-late 1960s portraits of friends, the 1970s self-portraits, and the cooler, more technical 1980s paintings.
Bacon did not begin to paint until his late twenties, having drifted in the late 1920s and early 1930s as an interior decorator, bon vivant and gambler. He said that his artistic career was delayed because he spent too long looking for subject matter that could sustain his interest. His breakthrough came with the 1944 triptych Three Studies for Figures at the Base of a Crucifixion, which sealed his reputation as a uniquely bleak chronicler of the human condition. From the mid-1960s he mainly produced portraits of friends and drinking companions, either as single, diptych or triptych panels. Following the suicide of his lover George Dyer in 1971 (memorialised in his Black Triptychs, and a number of posthumous portraits) his art became more sombre, inward-looking and preoccupied with the passage of time and death. The climax of his later period is marked by the masterpieces Study for Self-Portrait (1982)  and Study for a Self-Portrait—Triptych, 1985–86.
Despite his existentialist and bleak outlook, Bacon was charismatic, articulate and well-read. A bon vivant, he spent his middle age eating, drinking and gambling in London's Soho with like-minded friends including Lucian Freud (although they fell out in the mid-1970s, for reasons neither ever explained), John Deakin, Muriel Belcher, Henrietta Moraes, Daniel Farson, Tom Baker and Jeffrey Bernard. After Dyer's suicide he largely distanced himself from this circle, and while still socially active and his passion for gambling and drinking continued, he settled into a platonic and somewhat fatherly relationship with his eventual heir, John Edwards.
Since his death, Bacon's reputation has grown steadily, and his work is among the most acclaimed, expensive and sought-after on the art market. In the late 1990s a number of major works, previously assumed destroyed, including early 1950s pope paintings and 1960s portraits, re-emerged to set record prices at auction.",https://en.wikipedia.org/wiki/Francis_Bacon_(artist)
