,country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
1271,Monaco,18,Antonio Riberi,http://www.wikidata.org/entity/Q604590,wd:Q604590,12119563,Catholic cardinal and apostolic nuncio,Antonio Riberi (15 June 1897 – 16 December 1967) was a Monegasque prelate of the Catholic Church. He served as the fifth apostolic nuncio to Ireland and later as the nuncio to Spain from 1962 until his death. He was elevated to the cardinalate in 1967.,https://en.wikipedia.org/wiki/Antonio_Riberi
1273,Mongolia,5,John Baptist Liu Jingshan,http://www.wikidata.org/entity/Q4249978,wd:Q4249978,38451708,catholic priest (1913-2013),"John Baptist Liu Jingshan (October 24, 1913 – February 4, 2013) was the Roman Catholic bishop of the Roman Catholic Diocese of Ningxia, China.
Ordained to the priesthood in 1942, Liu Jingshan was named bishop in 1993 at age eighty and was recognized by the Chinese government and the Holy See. He retired in 2009.",https://en.wikipedia.org/wiki/John_Baptist_Liu_Jingshan
1274,Montenegro,33,Petar II Petrović-Njegoš,http://www.wikidata.org/entity/Q362081,wd:Q362081,230958,Prince-Bishop of Montenegro,"Petar II Petrović-Njegoš (Serbian Cyrillic: Петар II Петровић-Његош, pronounced [pětar drûɡi pětroʋitɕ ɲêɡoʃ]; 13 November [O.S. 1 November] 1813 –  31 October [O.S. 19 October] 1851), commonly referred to simply as Njegoš (Његош), was a Prince-Bishop (vladika) of Montenegro, poet and philosopher whose works are widely considered some of the most important in Montenegrin and Serbian literature.
Njegoš was born in the village of Njeguši, near Montenegro's then-capital Cetinje. He was educated at several Serbian monasteries and became the country's spiritual and political leader following the death of his uncle Petar I. After eliminating all initial domestic opposition to his rule, he concentrated on uniting Montenegro's tribes and establishing a centralized state. He introduced regular taxation, formed a personal guard and implemented a series of new laws to replace those composed by his predecessor many years earlier. His taxation policies proved extremely unpopular with the tribes of Montenegro and were the cause of several revolts during his lifetime. Njegoš's reign was also defined by the constant political and military struggle with the Ottoman Empire, and by his attempts to expand Montenegro's territory while gaining unconditional recognition from the Sublime Porte. He was a proponent of uniting and liberating the Serb people, willing to concede his princely rights in exchange for a union with Serbia and his recognition as the religious leader of all Serbs (akin to a modern-day Patriarch of the Serbian Orthodox Church). Although unification between the two states did not occur during his lifetime, Njegoš laid some of the foundations of Yugoslavism and introduced modern political concepts to Montenegro. Venerated as a poet and philosopher, Njegoš is well known for his epic poem Gorski vijenac (The Mountain Wreath), which is considered a masterpiece of Serbian and other South Slavic literature, and the national epic of Serbia, Montenegro, and Yugoslavia. Njegoš has remained influential in Serbia and Montenegro, as well in neighboring countries.",https://en.wikipedia.org/wiki/Petar_II_Petrovi%C4%87-Njego%C5%A1
1293,Morocco,27,Philippe Barbarin,http://www.wikidata.org/entity/Q711554,wd:Q711554,1701324,French catholic cardinal,"Philippe Xavier Christian Ignace Marie Barbarin (born 17 October 1950) is a French Roman Catholic prelate who was the Archbishop of Lyon from 2002 to 2020. He was made a cardinal in 2003. He was charged in 2017 and convicted in 2019 of failing to report sex abuse allegedly committed by a priest and was given a suspended six-month prison sentence. On 24 June 2019, Barbarin lost his status as leader of the Archdiocese of Lyon, though he retained the title of Archbishop. His conviction was overturned on appeal on 30 January 2020, but Pope Francis accepted Barbarin's resignation as Archbishop of Lyon on 6 March 2020.",https://en.wikipedia.org/wiki/Philippe_Barbarin
1312,Mozambique,22,Alexandre José Maria dos Santos,http://www.wikidata.org/entity/Q546787,wd:Q546787,1699806,Catholic cardinal,Alexandre José Maria dos Santos (18 March 1924 – 29 September 2021) was a Mozambican Roman Catholic cardinal. He was the first native cardinal of Mozambique.,https://en.wikipedia.org/wiki/Alexandre_Jos%C3%A9_Maria_dos_Santos
1327,Myanmar,23,Charles Maung Bo,http://www.wikidata.org/entity/Q1065489,wd:Q1065489,40596128,Burmese Roman Catholic Archbishop and Cardinal,"Charles Maung Bo (Burmese: ချားလ်မောင်ဘို, [t͡ɕʰál màʊɴ bò]; born 29 October 1948) is a Burmese Catholic prelate who has served as Archbishop of Yangon since 7 June 2003. He was created a cardinal by Pope Francis in 2015.",https://en.wikipedia.org/wiki/Charles_Maung_Bo
1337,Namibia,5,Liborius Ndumbukuti Nashenda,http://www.wikidata.org/entity/Q1823081,wd:Q1823081,20941424,Roman Catholic archbishop,"Liborius Ndumbukuti Nashenda, O.M.I. (born 4 April 1959 in Oshikuku, Omusati Region) is a Namibian Roman Catholic archbishop.

He was ordained a priest on June 25, 1988. On November 5 1998 he was appointed Auxiliary Bishop of Windhoek, and was ordained on February 7, 1999 as the Titular Bishop of Pertusa. On November 14, 2004 he became Archbishop of Windhoek, serving from St. Mary's Cathedral.On Heroes' Day 2014 he was conferred the Most Brilliant Order of the Sun, Second Class by President Hifikepunye Pohamba.",https://en.wikipedia.org/wiki/Liborius_Ndumbukuti_Nashenda
1349,Nepal,241,Gautama Buddha,http://www.wikidata.org/entity/Q9441,wd:Q9441,3395,"Indian philosopher, reformer and founder of Buddhism","Gautama Buddha, popularly known as the Buddha (also known as Siddhattha Gotama or Siddhārtha Gautama or Shakyamuni), was an ascetic, a religious leader and teacher who lived in ancient India (c. 6th to 5th century BCE or c. 5th to 4th century BCE). He is regarded as the founder of the world religion of Buddhism, and revered by Buddhists as an enlightened being, who rediscovered an ancient path to freedom from ignorance, craving and the cycle of rebirth and suffering. He taught for around 45 years and built a large following, both monastic and lay. His teaching is based on his insight into the arising of suffering or dissatisfaction and its ending—the state called Nirvana (lit. vanishing or extinguishing).
The Buddha was born into an aristocratic family in the Shakya clan, but eventually renounced lay life. According to Buddhist tradition, after several years of mendicancy, meditation, and asceticism, he awakened to understand the workings of the cycle of rebirth and how it can be escaped. The Buddha then traveled throughout the Gangetic plain teaching and building a religious community. The Buddha taught a middle way between sensual indulgence and the severe asceticism found in the Indian śramaṇa movement. He taught a training of the mind that included ethical training, self-restraint, and meditative practices such as jhana and mindfulness. The Buddha also critiqued the practices of Brahmin priests, such as animal sacrifice and the caste system.A couple of centuries after his death he came to be known by the title Buddha, which means ""Awakened One"" or ""Enlightened One"". Gautama's teachings were compiled by the Buddhist community in the Vinaya, his codes for monastic practice, and the Suttas, texts based on his discourses. These were passed down in Middle Indo-Aryan dialects through an oral tradition. Later generations composed additional texts, such as systematic treatises known as Abhidharma, biographies of the Buddha, collections of stories about the Buddha's past lives known as Jataka tales, and additional discourses, i.e. the Mahayana sutras. Due to his influence on Indian religions, in Vaishnavism he came to be regarded as the 9th avatar of Vishnu.",https://en.wikipedia.org/wiki/Gautama_Buddha
1354,Netherlands,143,Erasmus,http://www.wikidata.org/entity/Q43499,wd:Q43499,10152,"Dutch Renaissance humanist, Catholic priest, and theologian","Desiderius Erasmus Roterodamus (; English: Erasmus of Rotterdam or Erasmus; 28 October 1466 – 12 July 1536) was a Dutch philosopher and Catholic theologian who is considered one of the greatest scholars of the northern Renaissance. As a Catholic priest, he was an important figure in classical scholarship who wrote in a pure Latin style. Among humanists he enjoyed the sobriquet ""Prince of the Humanists"", and has been called ""the crowning glory of the Christian humanists"". Using humanist techniques for working on texts, he prepared important new Latin and Greek editions of the New Testament, which raised questions that would be influential in the Protestant Reformation and Catholic Counter-Reformation. He also wrote On Free Will, In Praise of Folly, Handbook of a Christian Knight, On Civility in Children, Copia: Foundations of the Abundant Style, Julius Exclusus, and many other works.
Erasmus lived against the backdrop of the growing European religious Reformation. He remained a member of the Catholic Church all his life, remaining committed to reforming the Church and its clerics' abuses from within. He also held to the doctrine of synergism, which some Reformers (Calvinists) rejected in favor of the doctrine of monergism. His middle-road (via media) approach disappointed, and even angered, scholars in both camps.
Erasmus died suddenly in Basel in 1536 while preparing to return to Brabant and was buried in Basel Minster, the former cathedral of the city.",https://en.wikipedia.org/wiki/Erasmus
1374,New Zealand,21,Tom Williams,http://www.wikidata.org/entity/Q536628,wd:Q536628,1482680,Archbishop of Wellington,Thomas Stafford Williams ONZ ChStJ (born 20 March 1930) is a cardinal in the Catholic church and before his retirement in 2005 the fifth Archbishop of Wellington.,https://en.wikipedia.org/wiki/Thomas_Williams_(cardinal)
1394,Nicaragua,37,Ernesto Cardenal,http://www.wikidata.org/entity/Q276510,wd:Q276510,671030,Nicaraguan priest and politician (1925-2020),"Ernesto Cardenal Martínez (20 January 1925 – 1 March 2020) was a Nicaraguan Catholic priest, poet, and politician. He was a liberation theologian and the founder of the primitivist art community in the Solentiname Islands, where he lived for more than ten years (1965–1977). A former member of the Nicaraguan Sandinistas, he was Nicaragua's minister of culture from 1979 to 1987. He was prohibited from administering the sacraments in 1984 by Pope John Paul II, but rehabilitated by Pope Francis in 2019.",https://en.wikipedia.org/wiki/Ernesto_Cardenal
1405,Niger,10,Ambroise Ouédraogo,http://www.wikidata.org/entity/Q458916,wd:Q458916,16049211,Catholic bishop,"Ambroise Ouédraogo (born 15 December 1948) is the bishop of the Catholic Diocese of Maradi in Niger. He was appointed in 2001 as the first bishop of this new diocese, one of two dioceses in Niger. He has organised a structure of administration and ministry, with a focus on dialogue with the Islam majority in the area which has less than 1% Christians.",https://en.wikipedia.org/wiki/Ambroise_Ou%C3%A9draogo
1406,Nigeria,31,Francis Arinze,http://www.wikidata.org/entity/Q44728,wd:Q44728,741293,Catholic cardinal,"Francis Arinze (born 1 November 1932) is a Nigerian Cardinal of the Roman Catholic Church. He was Prefect of the Congregation for Divine Worship and the Discipline of the Sacraments from 2002 to 2008. He has been the Cardinal Bishop of Velletri-Segni since 2005. Arinze was one of the principal advisors to Pope John Paul II and was considered papabile before the 2005 papal conclave, which elected Pope Benedict XVI.",https://en.wikipedia.org/wiki/Francis_Arinze
1426,North Korea,41,Sun Myung Moon,http://www.wikidata.org/entity/Q296734,wd:Q296734,29074,Korean religious leader,"Sun Myung Moon (Korean: 문선명; Hanja: 文鮮明; born Yong Myung Moon; 6 January 1920 – 3 September 2012) was a Korean religious leader, also known for his business ventures and support for political causes. A messiah claimant, he was the founder of the Unification movement (members of which considered him and his wife Hak Ja Han to be their ""True Parents""), and of its widely noted ""Blessing"" or mass wedding ceremony, and the author of its unique theology the Divine Principle. He was an anti-communist and an advocate for Korean reunification, for which he was recognized by the governments of both North and South Korea. Businesses he promoted included News World Communications, an international news media corporation known for its American subsidiary The Washington Times, and Tongil Group, a South Korean business group (chaebol), as well as other related organizations.Moon was born in what is now North Korea. When he was a child, his family converted to Christianity. In 1947, he was convicted by the North Korean government of spying for South Korea and given a five-year sentence to the Hŭngnam labour camp. Moon and the other prisoners were freed by United Nations and United States troops in 1950 during the Korean War. In 1954, he founded the Holy Spirit Association for the Unification of World Christianity in Seoul, South Korea, based on conservative, family-oriented teachings from new interpretations of the Bible. In 1971, he moved to the United States and became well known after giving a series of public speeches on his beliefs. In the 1982 case United States v. Sun Myung Moon he was found guilty of willfully filing false federal income tax returns and sentenced to 18 months in federal prison.  His case generated protests from clergy and civil libertarians, who said that the trial was biased against him. After his prison sentence Moon began calling himself humanity's Messiah, and officially conferred the title of ""Messiah"" on himself in 1992.Moon was criticized for making high demands of his followers. His wedding ceremonies also drew criticism, especially after members of other churches took part, including Roman Catholic archbishop Emmanuel Milingo. He was also criticized for his relationships with political and religious figures, including US presidents Richard Nixon, George H. W. Bush and George W. Bush, Soviet president Mikhail Gorbachev, North Korean president Kim Il-sung, and Nation of Islam leader Louis Farrakhan.",https://en.wikipedia.org/wiki/Sun_Myung_Moon
1434,North Macedonia,178,Mother Teresa,http://www.wikidata.org/entity/Q30547,wd:Q30547,347105,Roman Catholic saint of Albanian origin,"Mother Mary Teresa Bojaxhiu (born Anjezë Gonxhe Bojaxhiu, Albanian: [aˈɲɛzə ˈɡɔndʒɛ bɔjaˈdʒiu]; 26 August 1910 – 5 September 1997), honoured in the Catholic Church as Saint Teresa of Calcutta, was an Albanian-Indian Roman Catholic nun and missionary. She was born in Skopje (now the capital of North Macedonia), then part of the Kosovo Vilayet of the Ottoman Empire. After living in Skopje for eighteen years, she moved to Ireland and then to India, where she lived for most of her life.
In 1950, Teresa founded the Missionaries of Charity, a Roman Catholic religious congregation that had over 4,500 nuns and was active in 133 countries as of 2012. The congregation manages homes for people who are dying of HIV/AIDS, leprosy and tuberculosis. It also runs soup kitchens, dispensaries, mobile clinics, children's and family counselling programmes, as well as orphanages and schools. Members take vows of chastity, poverty, and obedience, and also profess a fourth vow – to give ""wholehearted free service to the poorest of the poor.""Teresa received a number of honours, including the 1962 Ramon Magsaysay Peace Prize and the 1979 Nobel Peace Prize. She was canonised on 4 September 2016, and the anniversary of her death (5 September) is her feast day. A controversial figure during her life and after her death, Teresa was admired by many for her charitable work. She was praised and criticized on various counts, such as for her views on abortion and contraception, and was criticized for poor conditions in her houses for the dying. Her authorized biography was written by Navin Chawla and published in 1992, and she has been the subject of films and other books. On 6 September 2017, Teresa and St. Francis Xavier were named co-patrons of the Roman Catholic Archdiocese of Calcutta.",https://en.wikipedia.org/wiki/Mother_Teresa
1446,Norway,36,Hans Egede,http://www.wikidata.org/entity/Q281763,wd:Q281763,318593,"Missionary to Greenland, Lutheran pastor (1686-1758)","Hans Poulsen Egede (31 January 1686 – 5 November 1758) was a Dano-Norwegian Lutheran missionary who launched mission efforts to Greenland, which led him to be styled the Apostle of Greenland. He established a successful mission among the Inuit and is credited with revitalizing Dano-Norwegian interest in the island after contact had been broken for hundreds of years. He founded Greenland's capital Godthåb, now known as Nuuk.",https://en.wikipedia.org/wiki/Hans_Egede
1463,Oman,12,Said bin Ahmad,http://www.wikidata.org/entity/Q885411,wd:Q885411,41128731,Omani Imam,"Said bin Ahmad (died 1803) was briefly the Imam and Sultan of Oman, the second of the Al Said dynasty, ruling the country between 1783 and 1786.",https://en.wikipedia.org/wiki/Said_bin_Ahmad
1474,Pakistan,100,Guru Nanak,http://www.wikidata.org/entity/Q83322,wd:Q83322,23427012,founder of Sikhism,"Gurū Nānak (Punjabi pronunciation: [gʊɾuː naːnəkᵊ], pronunciation; born as Nānak on 15 April 1469 – 22 September 1539), also referred to as Bābā Nānak ('father Nānak'), was the founder of Sikhism and is the first of the ten Sikh Gurus. His birth is celebrated worldwide as Guru Nanak Gurpurab on Katak Pooranmashi ('full-moon of Kattak'), i.e. October–November.
Nanak is said to have travelled far and wide across Asia teaching people the message of ik onkar (ੴ, 'one God'), who dwells in every one of his creations and constitutes the eternal Truth. With this concept, he would set up a unique spiritual, social, and political platform based on equality, fraternal love, goodness, and virtue.Nanak's words are registered in the form of 974 poetic hymns, or shabda, in the holy text of Sikhism, the Guru Granth Sahib, with some of the major prayers being the Japji Sahib (jap, 'to recite'; ji and sahib are suffixes signifying respect); the Asa di Var ('ballad of hope'); and the Sidh Gosht ('discussion with the Siddhas'). It is part of Sikh religious belief that the spirit of Nanak's sanctity, divinity, and religious authority had descended upon each of the nine subsequent Gurus when the Guruship was devolved on to them.",https://en.wikipedia.org/wiki/Guru_Nanak
1494,Palau,3,Gregorio Ramarui,http://www.wikidata.org/entity/Q5606743,wd:Q5606743,16086216,Palauan priest,"Gregorio Ramarui was the first native Palauan to be ordained a priest in the Roman Catholic Church.
In February 1964, Ramarui was ordained a priest in Koror, Palau. His ordination was attended by Roman Catholic leaders from as far away as Pohnpei.
Ramarui left the Roman Catholic priesthood two years after his ordination.",https://en.wikipedia.org/wiki/Gregorio_Ramarui
1495,Panama,21,José Luis Lacunza Maestrojuán,http://www.wikidata.org/entity/Q1674361,wd:Q1674361,44975564,Spanish-born Panamanian cardinal,"José Luis Lacunza Maestrojuán, O.A.R. (Spanish pronunciation: [xoˈse lwiz laˈkun.θa ma.es.tɾoˈxwan]; born 24 February 1944), is a Spanish-born Panamanian friar of the Order of Augustinian Recollects and prelate of the Roman Catholic Church. He has served as Bishop of David, Panama, since 1999.
On 4 January 2015, Pope Francis announced that he would make him a cardinal on 14 February. At that ceremony, he was assigned the Church of San Giuseppe da Copertino as his titular church.",https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Lacunza_Maestroju%C3%A1n
1500,Papua New Guinea,18,John Ribat,http://www.wikidata.org/entity/Q1701563,wd:Q1701563,52004013,cardinal,Sir John Ribat  (born 9 February 1957) is a Papua New Guinean prelate of the Roman Catholic Church and a cardinal since 2016. He has been Archbishop of Port Moresby since 2008.,https://en.wikipedia.org/wiki/John_Ribat
1517,Paraguay,13,Roque González de Santa Cruz,http://www.wikidata.org/entity/Q245621,wd:Q245621,1553227,Paraguayan missionary,Not to be mistaken for footballer Roque Santa Cruz.Roque González de Santa Cruz (17 November 1576 – 15 November 1628) was a Jesuit priest who was the first missionary among the Guarani people in Paraguay. He is honored as a martyr and saint by the Catholic Church.,https://en.wikipedia.org/wiki/Roque_Gonz%C3%A1lez_y_de_Santa_Cruz
1534,People's Republic of China,31,Joseph Zen,http://www.wikidata.org/entity/Q470052,wd:Q470052,766837,Bishop of Hong Kong,"Joseph Zen Ze-kiun SDB (Shanghainese: [zəɲ zəʔ tɕyəɲ], born 13 January 1932) is a cardinal of the Catholic Church from Hong Kong, who served as the sixth Bishop of Hong Kong. He was appointed cardinal in 2006, and has been outspoken on issues regarding human rights, political freedom, and religious liberty. His strong ties with the pro-democracy camp often attract criticism from the pro-Beijing camp and the government of the People's Republic of China. He retired on 15 April 2009, but remains a strong pro-democracy influence in Hong Kong.",https://en.wikipedia.org/wiki/Joseph_Zen
1554,Peru,37,San Martín de Porres,http://www.wikidata.org/entity/Q313293,wd:Q313293,474861,Dominican lay brother and saint,"Martín de Porres Velázquez  (9 December 1579 – 3 November 1639) was a Peruvian lay brother of the Dominican Order who was beatified in 1837 by Pope Gregory XVI and canonized in 1962 by Pope John XXIII. He is the patron saint of mixed-race people, barbers, innkeepers, public health workers, and all those seeking racial harmony.
He was noted for his work on behalf of the poor, establishing an orphanage and a children's hospital. He maintained an austere lifestyle, which included fasting and abstaining from meat. Among the many miracles attributed to him were those of levitation, bilocation, miraculous knowledge, instantaneous cures, and an ability to communicate with animals.

",https://en.wikipedia.org/wiki/Martin_de_Porres
1571,Philippines,31,Luis Antonio Tagle,http://www.wikidata.org/entity/Q26901,wd:Q26901,32029278,Roman Catholic Filipino Cardinal,"Luis Antonio Gokim Tagle ( TAH-glay; Tagalog: [lʊˈwis ɐnˈtonɪo 'taɡlɛ]; born June 21, 1957) is a Filipino prelate (cardinal) of the Catholic Church who has been the Prefect of the Congregation for the Evangelization of Peoples since December 8, 2019. He was the 32nd Archbishop of Manila from 2011 to 2019. Tagle also serves as the president of Caritas International, a federation of Catholic relief, development, and social service organizations, and of the Catholic Biblical Federation.
Tagle, who generally prefers to be called by his nickname ""Chito"" rather than by his clerical title, has been involved in many social issues in the Philippines, with emphasis on helping the poor while defending the Catholic Church's opposition to abortion, contraception (equated with abortion in the Philippines), and what he has called ""practical atheism"". Dubbed as the ""Asian Francis"", he is often seen as a representative of the Catholic Church's progressive wing. Tagle has criticized the Catholic Church for using ""harsh words"" to describe LGBT as well as divorced and remarried Catholics, whom he believes should be allowed to receive Holy Communion on a case-by-case basis.He was one of the principal advisors to Pope Francis and is considered a papabile since the 2013 papal conclave up to the present.",https://en.wikipedia.org/wiki/Luis_Antonio_Tagle
1590,Poland,193,John Paul II,http://www.wikidata.org/entity/Q989,wd:Q989,23805,pope of the Catholic Church from 1978 to 2005,"Pope  John Paul II (Latin: Ioannes Paulus II; Italian: Giovanni Paolo II; Polish: Jan Paweł II; born Karol Józef Wojtyła [ˈkarɔl ˈjuzɛv vɔjˈtɨwa]; 18 May 1920 – 2 April 2005) was the head of the Catholic Church and sovereign of the Vatican City State from 1978 until his death in 2005. He was elected pope by the second papal conclave of 1978, which was called after John Paul I, who had been elected in August to succeed Pope Paul VI, died after 33 days. Cardinal Wojtyła was elected on the third day of the conclave and adopted the name of his predecessor in tribute to him. Born in Poland, John Paul II was the first non-Italian pope since Adrian VI in the 16th century and the second-longest-serving pope in modern history.
John Paul II attempted to improve the Catholic Church's relations with Judaism, Islam, and the Eastern Orthodox Church. He maintained the Church's previous positions on such matters as abortion, artificial contraception, the ordination of women, and a celibate clergy, and although he supported the reforms of the Second Vatican Council, he was seen as generally conservative in their interpretation. He was one of the most travelled world leaders in history, visiting 129 countries during his pontificate. As part of his special emphasis on the universal call to holiness, he beatified 1,340 and canonised 483 people, more than the combined tally of his predecessors during the preceding five centuries. By the time of his death, he had named most of the College of Cardinals, consecrated or co-consecrated many of the world's bishops, and ordained many priests. He has also been credited with helping to end Communist rule in his native Poland as well as the rest of Europe.John Paul II's cause for canonisation commenced one month after his death with the traditional five-year waiting period waived. On 19 December 2009, John Paul II was proclaimed venerable by his successor, Benedict XVI, and was beatified on 1 May 2011 (Divine Mercy Sunday) after the Congregation for the Causes of Saints attributed one miracle to his intercession, the healing of a French nun called Marie Simon Pierre from Parkinson's disease. A second miracle was approved on 2 July 2013, and confirmed by Pope Francis two days later. John Paul II was canonised on 27 April 2014 (again Divine Mercy Sunday), together with John XXIII. On 11 September 2014, Pope Francis added these two optional memorials to the worldwide General Roman Calendar of saints. It is traditional to celebrate saints' feast days on the anniversary of their deaths, but that of John Paul II (22 October) is celebrated on the anniversary of his papal inauguration. Posthumously, he has been referred to by some Catholics as ""St. John Paul the Great"", although the title has no official recognition.",https://en.wikipedia.org/wiki/Pope_John_Paul_II
1610,Portugal,81,Damasus I,http://www.wikidata.org/entity/Q130997,wd:Q130997,23851,pope,"Damasus I (; c. 305 – 11 December 384) was the bishop of Rome from October 366 to his death. He presided over the Council of Rome of 382 that determined the canon or official list of sacred scripture. He spoke out against major heresies in the church (including Apollinarianism and Macedonianism) and encouraged production of the Vulgate Bible with his support for Jerome.  He helped reconcile the relations between the Church of Rome and the Church of Antioch, and encouraged the veneration of martyrs.
As well as various prose letters and other pieces Damasus was the author of Latin verse. Alan Cameron describes his epitaph for a young girl called Projecta (of great interest to scholars as the Projecta Casket in the British Museum may have been made for her) as ""a tissue of tags and clichés shakily strung together and barely squeezed into the meter"". Damasus has been described as ""the first society Pope"", and was possibly a member of a group of Hispanic Christians, largely related to each other, who were close to the Hispanic Theodosius I.A number of images of ""DAMAS"" in gold glass cups probably represent him and seem to be the first contemporary images of a pope to survive, though there is no real attempt at a likeness. ""Damas"" appears with other figures, including a Florus who may be Projecta's father.  It has been suggested that Damasus or another of the group commissioned and distributed these to friends or supporters, as part of a programme ""insistently inserting his episcopal presence in the Christian landscape"".He is recognized as a saint by the Catholic Church; his feast day is 11 December. In the Eastern Orthodox Church his feast day is 13 November.

",https://en.wikipedia.org/wiki/Pope_Damasus_I
1630,Republic of Ireland,101,George Berkeley,http://www.wikidata.org/entity/Q82049,wd:Q82049,11958,"Anglo-Irish philosopher, 1685-1753","George Berkeley (; 12 March 1685 – 14 January 1753) – known as Bishop Berkeley (Bishop of Cloyne of the Anglican Church of Ireland) – was an Anglo-Irish philosopher whose primary achievement was the advancement of a theory he called ""immaterialism"" (later referred to as ""subjective idealism"" by others). This theory denies the existence of material substance and instead contends that familiar objects like tables and chairs are ideas perceived by the minds and, as a result, cannot exist without being perceived. Berkeley is also known for his critique of abstraction, an important premise in his argument for immaterialism.In 1709, Berkeley published his first major work, An Essay Towards a New Theory of Vision, in which he discussed the limitations of human vision and advanced the theory that the proper objects of sight are not material objects, but light and colour. This foreshadowed his chief philosophical work, A Treatise Concerning the Principles of Human Knowledge, in 1710, which, after its poor reception, he rewrote in dialogue form and published under the title Three Dialogues between Hylas and Philonous in 1713. In this book, Berkeley's views were represented by Philonous (Greek: ""lover of mind""), while Hylas (""hyle"", Greek: ""matter"") embodies the Irish thinker's opponents, in particular John Locke.
Berkeley argued against Isaac Newton's doctrine of absolute space, time and motion in De Motu (On Motion), published 1721. His arguments were a precursor to the views of Mach and Einstein. In 1732, he published Alciphron, a Christian apologetic against the free-thinkers, and in 1734, he published The Analyst, a critique of the foundations of calculus, which was influential in the development of mathematics.Interest in Berkeley's work increased after World War II because he tackled many of the issues of paramount interest to philosophy in the 20th century, such as the problems of perception, the difference between primary and secondary qualities, and the importance of language.",https://en.wikipedia.org/wiki/George_Berkeley
1649,Republic of the Congo,31,Fulbert Youlou,http://www.wikidata.org/entity/Q559442,wd:Q559442,727785,President of the Republic of the Congo (1917-1972),"Abbé Fulbert Youlou (29 June, 17 June or 19 July 1917 – 6 May 1972) was a laicized Brazzaville-Congolese Roman Catholic priest, nationalist leader and politician, who became the first President of the Republic of the Congo on its independence.
In August 1960, he led his country into independence. In December 1960 he organised an intercontinental conference in Brazzaville, in the course of which he praised the advantages of economic liberalism and condemned communism. Three years later, he left power. Youlou disappointed many from the North when he imposed a single party system and imprisoned union leaders in August 1963; this led to the revolution of the ""Trois Glorieuses."" Charles de Gaulle despised him and France refused to assist him. He resigned in the face of overwhelming opposition to his governance.",https://en.wikipedia.org/wiki/Fulbert_Youlou
1663,Romania,30,László Tőkés,http://www.wikidata.org/entity/Q535922,wd:Q535922,673109,Romanian politician and bishop of hungarian nationality,"László Tőkés (Hungarian pronunciation: [ˈlaːsloː ˈtøːkeːʃ]; born 1 April 1952) is an ethnic Hungarian pastor and politician from Romania. He was a Member of the European Parliament (MEP) from 2007 to 2019. He served as a Vice-President of the European Parliament from 2010 to 2012.
A bishop of the Reformed Diocese of Királyhágómellék of the Reformed Church in Romania, he is also a former honorary president of the Democratic Alliance of Hungarians in Romania. He is the head of the Hungarian National Council of Transylvania, a civic organisation for Transylvanian Hungarians. Tőkés is closely associated with the Hungarian People's Party of Transylvania.
An effort to transfer him from his post as an assistant pastor in Timișoara and to evict him from his church flat helped trigger the Romanian Revolution, which overthrew Nicolae Ceaușescu and spelled the end of communism in Romania.
He is a member of the Reconciliation of European Histories Group, and co-sponsored the European Parliament resolution of 2 April 2009 on European conscience and totalitarianism.",https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_T%C5%91k%C3%A9s
1671,Russia,66,Kirill I of Moscow,http://www.wikidata.org/entity/Q44187,wd:Q44187,9365809,primate of the Russian Orthodox Church,"Kirill or Cyril (Russian: Кирилл, Church Slavonic: Ст҃ѣ́йшїй патрїа́рхъ кѷрі́ллъ, secular name Vladimir Mikhailovich Gundyayev, Russian: Владимир Михайлович Гундяев; born 20 November 1946) is a Russian Orthodox bishop. He became Patriarch of Moscow and all Rus' and Primate of the Russian Orthodox Church on 1 February 2009.

Prior to becoming Patriarch, Kirill was Archbishop (later Metropolitan) of Smolensk and Kaliningrad beginning on 26 December 1984, and also Chairman of the Russian Orthodox Church's Department for External Church Relations and a permanent member of the Holy Synod beginning in 1989.",https://en.wikipedia.org/wiki/Patriarch_Kirill_of_Moscow
1691,Rwanda,20,Antoine Kambanda,http://www.wikidata.org/entity/Q586530,wd:Q586530,38877933,"Roman Catholic priest, vicar of the Roman Catholic Archdiocese of Kigali","Antoine Kambanda (born 10 November 1958) is a Rwandan prelate of the Catholic Church who has been Archbishop of Kigali since January 2019. He had been Bishop of Kibungo from 2013 to 2018.
Pope Francis raised him to the rank of cardinal on 28 November 2020, making him the first cardinal from Rwanda.",https://en.wikipedia.org/wiki/Antoine_Kambanda
1703,Saint Lucia,9,Gabriel Malzaire,http://www.wikidata.org/entity/Q1489428,wd:Q1489428,67534094,catholic bishop,"Gabriel Malzaire (born 4 October 1957 in Mon Repos, Saint Lucia) is a Saint Lucian clergyman and bishop for the Roman Catholic Diocese of Roseau. He was ordained in 1985 and was appointed bishop in 2002. While he had previously opposed efforts to repeal laws against homosexuality Roseau, in 2021 he changed course and began to oppose those who opposed laws opposing homosexuality. On 11 February 2022, he was appointed Archbishop of Castries, to be installed on 24 April.",https://en.wikipedia.org/wiki/Gabriel_Malzaire
