object,objectLabel,countryLabel,siterank
http://www.wikidata.org/entity/Q28409115,Keybase,United States of America,44082
http://www.wikidata.org/entity/Q100742812,metaratings.ru,Russia,44386
http://www.wikidata.org/entity/Q25803795,Jobillico,Canada,44729
http://www.wikidata.org/entity/Q4819611,Auctiva,United States of America,45210
http://www.wikidata.org/entity/Q3317441,Jihad Watch,United States of America,47398
http://www.wikidata.org/entity/Q2535917,Jewish Virtual Library,United States of America,45771
http://www.wikidata.org/entity/Q5275703,digi.no,Norway,45953
http://www.wikidata.org/entity/Q6398758,Khaama Press,Afghanistan,48664
http://www.wikidata.org/entity/Q4531154,elementy.ru,Russia,48995
http://www.wikidata.org/entity/Q734338,Verisign,United States of America,49016
http://www.wikidata.org/entity/Q16653801,Le Gorafi,France,46230
http://www.wikidata.org/entity/Q42715828,Nexo Jornal,Brazil,46918
http://www.wikidata.org/entity/Q3304315,Truthout,United States of America,46938
http://www.wikidata.org/entity/Q5609664,Grist,United States of America,46971
http://www.wikidata.org/entity/Q2106972,Powell's Books,United States of America,47005
http://www.wikidata.org/entity/Q2000342,Ma'an News Agency,State of Palestine,48262
http://www.wikidata.org/entity/Q15059439,Memoria Chilena,Chile,48500
http://www.wikidata.org/entity/Q928550,Trovit,Spain,49136
http://www.wikidata.org/entity/Q12206662,Jeeran,Jordan,49679
http://www.wikidata.org/entity/Q5500354,Freeads.co.uk,United Kingdom,51046
http://www.wikidata.org/entity/Q2214351,Godtube,United States of America,52855
http://www.wikidata.org/entity/Q477809,AllMovie,United States of America,50917
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,49806
http://www.wikidata.org/entity/Q5374035,Empire Avenue,Canada,50261
http://www.wikidata.org/entity/Q19971310,Mimikama,Austria,53549
http://www.wikidata.org/entity/Q1768199,Great Russian Encyclopedia,Russia,52098
http://www.wikidata.org/entity/Q7759110,The Quietus,United Kingdom,52311
http://www.wikidata.org/entity/Q7294381,Raptr,United States of America,52317
http://www.wikidata.org/entity/Q1011058,Chﾃ｢teau de Blandy-les-Tours,France,52616
http://www.wikidata.org/entity/Q5875097,Hobnox,Germany,52617
http://www.wikidata.org/entity/Q3241717,LinuxFr,France,53703
http://www.wikidata.org/entity/Q433276,ARKive,United Kingdom,53563
http://www.wikidata.org/entity/Q2572292,Musopen,United States of America,51758
http://www.wikidata.org/entity/Q6728375,Madonna,Japan,54196
http://www.wikidata.org/entity/Q106367983,CelerSMS,Colombia,53188
http://www.wikidata.org/entity/Q4531154,elementy.ru,Russia,53228
http://www.wikidata.org/entity/Q28495146,Reporterre,France,53257
http://www.wikidata.org/entity/Q7990927,WhatDoTheyKnow,United Kingdom,55295
http://www.wikidata.org/entity/Q105490133,GrowJust India,India,55717
http://www.wikidata.org/entity/Q2869596,Worldline,France,55758
http://www.wikidata.org/entity/Q16648526,KissKissBankBank,France,56868
http://www.wikidata.org/entity/Q1562467,H-Net,United States of America,54410
http://www.wikidata.org/entity/Q2396053,Council of Ministers,Bulgaria,54610
http://www.wikidata.org/entity/Q1416439,Finanzkontrolle Schwarzarbeit der Bundeszollverwaltung,Germany,54823
http://www.wikidata.org/entity/Q1896569,Geographical Names Board of Canada,Canada,54882
http://www.wikidata.org/entity/Q7728736,The Daily Voice,United States of America,56594
http://www.wikidata.org/entity/Q286400,eMusic,United States of America,56906
http://www.wikidata.org/entity/Q3095296,GMF,France,57411
http://www.wikidata.org/entity/Q100742812,metaratings.ru,Russia,58653
http://www.wikidata.org/entity/Q4531154,elementy.ru,Russia,59016
http://www.wikidata.org/entity/Q108801425,Indie Hoy,Argentina,60440
http://www.wikidata.org/entity/Q2061309,Y-12 National Security Complex,United States of America,57868
http://www.wikidata.org/entity/Q56222814,N+1,Russia,57880
http://www.wikidata.org/entity/Q368035,Center for American Progress,United States of America,59114
http://www.wikidata.org/entity/Q3108652,Gleeden,France,59361
http://www.wikidata.org/entity/Q515022,River Tees,United Kingdom,59642
http://www.wikidata.org/entity/Q1735851,Q1735851,Austria,60673
http://www.wikidata.org/entity/Q1351054,Maybelline,United States of America,60848
http://www.wikidata.org/entity/Q27237680,GamePro,Germany,60976
http://www.wikidata.org/entity/Q4400767,Russian Journal,Russia,62288
http://www.wikidata.org/entity/Q62711122,Kotaku Australia,Australia,62530
http://www.wikidata.org/entity/Q42290487,DMarket,Ukraine,61272
http://www.wikidata.org/entity/Q17415921,gabile.com,Turkey,64026
http://www.wikidata.org/entity/Q5881409,VanMoof,Netherlands,63274
http://www.wikidata.org/entity/Q102047452,Sawah Host,Turkey,63594
http://www.wikidata.org/entity/Q234110,Europeana,Netherlands,63762
http://www.wikidata.org/entity/Q7856969,Tutor.com,United States of America,63880
http://www.wikidata.org/entity/Q104834591,Colta.ru,Russia,65285
http://www.wikidata.org/entity/Q22675043,toutelatele.com,France,65376
http://www.wikidata.org/entity/Q1079189,Christian Classics Ethereal Library,United States of America,67901
http://www.wikidata.org/entity/Q4370035,Q4370035,Russia,67901
http://www.wikidata.org/entity/Q7715096,The Awl,United States of America,67271
http://www.wikidata.org/entity/Q4904871,BigSoccer,United States of America,66698
http://www.wikidata.org/entity/Q20714382,Hipcamp,United States of America,68385
http://www.wikidata.org/entity/Q107579640,lege5.ro,Romania,69554
http://www.wikidata.org/entity/Q4037853,EX.UA,Ukraine,70216
http://www.wikidata.org/entity/Q19741420,Bangladesh National Portal,Bangladesh,68614
http://www.wikidata.org/entity/Q5987866,IdeaPocket,Japan,68729
http://www.wikidata.org/entity/Q3162884,MusicaNeo,Switzerland,69522
http://www.wikidata.org/entity/Q2887631,Basta !,France,73394
http://www.wikidata.org/entity/Q3224708,Le Monde informatique,France,71619
http://www.wikidata.org/entity/Q4295488,Mir Fantastiki,Russia,71759
http://www.wikidata.org/entity/Q5189161,Crowd Fusion,United States of America,73577
http://www.wikidata.org/entity/Q5227103,data.gov.uk,United Kingdom,72902
http://www.wikidata.org/entity/Q609524,Tuenti,Spain,73034
http://www.wikidata.org/entity/Q1995810,OBD Memorial,Russia,73676
http://www.wikidata.org/entity/Q16952353,Blue Fountain Media,United States of America,74006
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,77071
http://www.wikidata.org/entity/Q3918839,Absolute Games,Russia,77392
http://www.wikidata.org/entity/Q18208315,Musement,Italy,76663
http://www.wikidata.org/entity/Q28739789,The Bookmaker Ratings,Russia,76664
http://www.wikidata.org/entity/Q19816560,GrassBase,United Kingdom,77549
http://www.wikidata.org/entity/Q7943296,Vuclip,United States of America,77948
http://www.wikidata.org/entity/Q41226,DMOZ,United States of America,78263
http://www.wikidata.org/entity/Q4531154,elementy.ru,Russia,78268
http://www.wikidata.org/entity/Q21405490,The Castle of Buda,Hungary,76692
http://www.wikidata.org/entity/Q5288468,Dogster,United States of America,76872
http://www.wikidata.org/entity/Q3040076,Drowned in Sound,United Kingdom,78270
http://www.wikidata.org/entity/Q946617,The West Briton,United Kingdom,78489
http://www.wikidata.org/entity/Q22100324,Light Kingdom,People's Republic of China,78868
http://www.wikidata.org/entity/Q2071388,Perlentaucher,Germany,82712
http://www.wikidata.org/entity/Q91097452,Shazoo,Russia,82845
http://www.wikidata.org/entity/Q4678064,Ad-Dustour,Jordan,84993
http://www.wikidata.org/entity/Q4501841,Q4501841,Russia,81571
http://www.wikidata.org/entity/Q107579640,lege5.ro,Romania,81618
http://www.wikidata.org/entity/Q7990928,WhatIfSports.com,United States of America,83314
http://www.wikidata.org/entity/Q7690583,Tbilisis Forumi,Georgia,84424
http://www.wikidata.org/entity/Q107123627,Spacehey,Germany,85804
http://www.wikidata.org/entity/Q823171,GameDuell,United States of America,86879
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,87029
http://www.wikidata.org/entity/Q24702772,NeuroNation,Germany,91100
http://www.wikidata.org/entity/Q106779049,CDep.Ro,Romania,91236
http://www.wikidata.org/entity/Q3240853,Liligo.com,France,89827
http://www.wikidata.org/entity/Q1345971,Gannett,United States of America,90370
http://www.wikidata.org/entity/Q8066367,Zapak,India,93092
http://www.wikidata.org/entity/Q3244666,HighBeam Research,United States of America,93129
http://www.wikidata.org/entity/Q12103346,Q12103346,Ukraine,93234
http://www.wikidata.org/entity/Q60922827,Viewen,United States of America,91355
http://www.wikidata.org/entity/Q83841910,SexArt,United States of America,91406
http://www.wikidata.org/entity/Q19757718,Paytm,India,91598
http://www.wikidata.org/entity/Q2876969,BD Gest',France,91639
http://www.wikidata.org/entity/Q4042183,Q4042183,Russia,91708
http://www.wikidata.org/entity/Q86045951,Pinmarq,India,91912
http://www.wikidata.org/entity/Q73933860,GameMAG,Russia,91939
http://www.wikidata.org/entity/Q3178458,Jeuxvideo.fr,France,92146
http://www.wikidata.org/entity/Q18350486,Dave Leip's Atlas of U.S. Presidential Elections,United States of America,92457
http://www.wikidata.org/entity/Q5133402,Climate Central,United States of America,92670
http://www.wikidata.org/entity/Q4765134,AnimeSuki,United States of America,95005
http://www.wikidata.org/entity/Q8031635,Womensforum,United States of America,97390
http://www.wikidata.org/entity/Q99443181,DimSum Daily,People's Republic of China,97488
http://www.wikidata.org/entity/Q4039590,GoodGame.ru,Russia,96735
http://www.wikidata.org/entity/Q323099,AboutUs.com,United States of America,96983
http://www.wikidata.org/entity/Q63413894,FragDenStaat,Germany,93668
http://www.wikidata.org/entity/Q107123627,Spacehey,Germany,94207
http://www.wikidata.org/entity/Q7038497,Ninemsn,Australia,94753
http://www.wikidata.org/entity/Q482527,Gaon Music Chart,South Korea,97654
http://www.wikidata.org/entity/Q3025419,Devialet,France,98287
http://www.wikidata.org/entity/Q4927342,BlogHer,United States of America,99050
http://www.wikidata.org/entity/Q65640660,Veblr,India,100988
http://www.wikidata.org/entity/Q7973038,WatchMojo.com,Canada,101647
http://www.wikidata.org/entity/Q3000978,Court of Appeal of Paris,France,105663
http://www.wikidata.org/entity/Q19570932,The Hairpin,United States of America,104810
http://www.wikidata.org/entity/Q18539605,DCnews,Romania,101923
http://www.wikidata.org/entity/Q655104,Krytyka Polityczna,Poland,102567
http://www.wikidata.org/entity/Q7434377,Scoop,New Zealand,106644
http://www.wikidata.org/entity/Q4866428,Baseball Almanac,United States of America,104594
http://www.wikidata.org/entity/Q64828332,Vendora.gr,Greece,104607
http://www.wikidata.org/entity/Q7019883,Newsvine,United States of America,104737
http://www.wikidata.org/entity/Q18399352,Ruxpert,Russia,105856
http://www.wikidata.org/entity/Q3608776,Albino Blacksheep,Canada,106588
http://www.wikidata.org/entity/Q104760090,Kiddaan,India,100005
http://www.wikidata.org/entity/Q1503119,Geograph Britain and Ireland,Republic of Ireland,100318
http://www.wikidata.org/entity/Q1503119,Geograph Britain and Ireland,United Kingdom,100318
http://www.wikidata.org/entity/Q1444656,Q1444656,Germany,108545
http://www.wikidata.org/entity/Q6913347,MorphThing,United States of America,109003
http://www.wikidata.org/entity/Q483268,Republic of Korea Army,South Korea,109258
http://www.wikidata.org/entity/Q7813437,TokBox,United States of America,109326
http://www.wikidata.org/entity/Q4928189,Bloomberg Law,United States of America,112596
http://www.wikidata.org/entity/Q3105449,Gigablast,United States of America,109801
http://www.wikidata.org/entity/Q952995,Q952995,France,110289
http://www.wikidata.org/entity/Q1667952,Internet Chess Club,United States of America,113932
http://www.wikidata.org/entity/Q4038072,"English, baby!",United States of America,112196
http://www.wikidata.org/entity/Q2642057,Banglapedia,Bangladesh,112841
http://www.wikidata.org/entity/Q15809935,foodsharing.de,Germany,113542
http://www.wikidata.org/entity/Q860069,KM Produce,Japan,115676
http://www.wikidata.org/entity/Q106779049,CDep.Ro,Romania,123445
http://www.wikidata.org/entity/Q107693480,iXBT Games,Russia,117532
http://www.wikidata.org/entity/Q8060886,Yuku,United States of America,117293
http://www.wikidata.org/entity/Q1041598,Wroclaw University of Economics and Business,Poland,118888
http://www.wikidata.org/entity/Q5430011,Fairbanks Daily News-Miner,United States of America,122711
http://www.wikidata.org/entity/Q17100343,Irish Statute Book,Republic of Ireland,122885
http://www.wikidata.org/entity/Q1145552,UbuWeb,United States of America,126020
http://www.wikidata.org/entity/Q6467632,LabRoots,United States of America,123884
http://www.wikidata.org/entity/Q106779049,CDep.Ro,Romania,124789
http://www.wikidata.org/entity/Q16961831,Service Seeking,Australia,128405
http://www.wikidata.org/entity/Q82229,Rocket Internet SE,Germany,130910
http://www.wikidata.org/entity/Q16626257,antropogenez.ru,Russia,131315
http://www.wikidata.org/entity/Q2348381,Netherlands Institute for Advanced Study,Netherlands,126478
http://www.wikidata.org/entity/Q1538585,Kelly Services,United States of America,132432
http://www.wikidata.org/entity/Q19903669,Starling Bank,United Kingdom,132510
http://www.wikidata.org/entity/Q4354532,Project Gutenberg Australia,Australia,136235
http://www.wikidata.org/entity/Q43281,Kerrang!,United Kingdom,136467
http://www.wikidata.org/entity/Q395389,Agora S.A.,Poland,136975
http://www.wikidata.org/entity/Q2451336,Digital Library for Dutch Literature (DBNL),Netherlands,137373
http://www.wikidata.org/entity/Q12033499,Lidﾃｩ.cz,Czech Republic,138995
http://www.wikidata.org/entity/Q107123627,Spacehey,Germany,139480
http://www.wikidata.org/entity/Q7655988,SwiftKey,United Kingdom,139856
http://www.wikidata.org/entity/Q24206857,parlament.gv.at,Austria,138042
http://www.wikidata.org/entity/Q2720983,Q2720983,Netherlands,138270
http://www.wikidata.org/entity/Q724759,NBCUniversal,United States of America,134355
http://www.wikidata.org/entity/Q649227,Rodovid,Ukraine,134437
http://www.wikidata.org/entity/Q106779049,CDep.Ro,Romania,141265
http://www.wikidata.org/entity/Q24976897,Zambian Music Blog,Zambia,141407
http://www.wikidata.org/entity/Q8015086,Xanga,United States of America,141536
http://www.wikidata.org/entity/Q47122673,CtgShop.com,Bangladesh,141792
http://www.wikidata.org/entity/Q5449851,Graphiq,United States of America,144601
http://www.wikidata.org/entity/Q5765755,Chequeado,Argentina,146419
http://www.wikidata.org/entity/Q446499,eDarling,Germany,147445
http://www.wikidata.org/entity/Q109682734,Vazhaju,Tajikistan,153511
http://www.wikidata.org/entity/Q5195244,Curse LLC,United States of America,149898
http://www.wikidata.org/entity/Q307760,Podvig naroda,Russia,152093
http://www.wikidata.org/entity/Q108214886,CineTalkers,India,152413
http://www.wikidata.org/entity/Q3077586,bilibili,People's Republic of China,153206
http://www.wikidata.org/entity/Q10383250,Top40-Charts,United States of America,153642
http://www.wikidata.org/entity/Q72824674,Multi-service image search,Spain,161486
http://www.wikidata.org/entity/Q2344102,Nasz Dziennik,Poland,156303
http://www.wikidata.org/entity/Q103810677,Q103810677,People's Republic of China,157321
http://www.wikidata.org/entity/Q4400557,Q4400557,Russia,159070
http://www.wikidata.org/entity/Q10909409,BlogCN,People's Republic of China,161279
http://www.wikidata.org/entity/Q933290,Project Runeberg,Sweden,162167
http://www.wikidata.org/entity/Q6540467,libcom.org,United Kingdom,162192
http://www.wikidata.org/entity/Q3338949,New Georgia Encyclopedia,United States of America,165567
http://www.wikidata.org/entity/Q1795015,Kyiv Post,Ukraine,163333
http://www.wikidata.org/entity/Q6763486,MarilynManson.com,United States of America,173253
http://www.wikidata.org/entity/Q7075688,Occidental Observer,United States of America,168029
http://www.wikidata.org/entity/Q5455482,Fitocracy,United States of America,170154
http://www.wikidata.org/entity/Q19840989,Viddsee,Singapore,171075
http://www.wikidata.org/entity/Q26222,Wargaming Seattle,United States of America,166339
http://www.wikidata.org/entity/Q20644552,patari.pk,Pakistan,166451
http://www.wikidata.org/entity/Q18091499,Advmaker,Russia,166563
http://www.wikidata.org/entity/Q427471,Cryptome,United States of America,166939
http://www.wikidata.org/entity/Q30133713,Metal.de,Germany,180312
http://www.wikidata.org/entity/Q448335,BASE (Bielefeld Academic Search Engine),Germany,175528
http://www.wikidata.org/entity/Q106779049,CDep.Ro,Romania,178609
http://www.wikidata.org/entity/Q98034432,News.ro,Romania,179014
http://www.wikidata.org/entity/Q11712619,Q11712619,Poland,179154
http://www.wikidata.org/entity/Q448335,BASE (Bielefeld Academic Search Engine),Germany,179917
http://www.wikidata.org/entity/Q18216792,Discover Greece,Greece,188463
http://www.wikidata.org/entity/Q5442895,Feministing,United States of America,181475
http://www.wikidata.org/entity/Q106632743,AdServio,Romania,182461
http://www.wikidata.org/entity/Q6167975,Jayski's Silly Season Site,United States of America,182771
http://www.wikidata.org/entity/Q18617039,Myrotvorets,Ukraine,184003
http://www.wikidata.org/entity/Q704042,Rakuten.co.uk,United Kingdom,184380
http://www.wikidata.org/entity/Q1747841,Reggiane,Italy,191003
http://www.wikidata.org/entity/Q323688,Pilz,Germany,185930
http://www.wikidata.org/entity/Q775931,Exalead,France,186205
http://www.wikidata.org/entity/Q106779049,CDep.Ro,Romania,193374
http://www.wikidata.org/entity/Q1806482,The Officer Down Memorial Page,United States of America,200567
http://www.wikidata.org/entity/Q3892199,Homeland heroes,Russia,199424
http://www.wikidata.org/entity/Q208194,RapidShare,Switzerland,191544
http://www.wikidata.org/entity/Q1547993,tegut・ｦ,Germany,193276
http://www.wikidata.org/entity/Q1872496,Love's Travel Stops & Country Stores,United States of America,196489
http://www.wikidata.org/entity/Q30646128,CEOWORLD magazine,United States of America,196934
http://www.wikidata.org/entity/Q2765408,Crowders Mountain State Park,United States of America,201034
http://www.wikidata.org/entity/Q4968753,Bristol24-7,United Kingdom,202891
http://www.wikidata.org/entity/Q1805939,Q1805939,Switzerland,202975
http://www.wikidata.org/entity/Q4206297,Q4206297,Russia,204856
http://www.wikidata.org/entity/Q7829413,Tout,United States of America,205336
http://www.wikidata.org/entity/Q62006073,Cock.li,Romania,218383
http://www.wikidata.org/entity/Q1141359,Valdai International Discussion Club,Russia,208722
http://www.wikidata.org/entity/Q17072792,OpEdNews,United States of America,209372
http://www.wikidata.org/entity/Q96992832,Open data Umeﾃ･,Sweden,209499
http://www.wikidata.org/entity/Q28666607,Q28666607,Russia,209858
http://www.wikidata.org/entity/Q1661823,Indra Sistemas,Spain,215086
http://www.wikidata.org/entity/Q476185,Parship,Germany,215658
http://www.wikidata.org/entity/Q917200,Italeri,Italy,212622
http://www.wikidata.org/entity/Q169339,Glencore,Switzerland,213675
http://www.wikidata.org/entity/Q12872805,A2 Ethniki Women's Basketball,Greece,213765
http://www.wikidata.org/entity/Q60990433,pearvideo,People's Republic of China,214419
http://www.wikidata.org/entity/Q1797789,National Institute of Aeronautics and Space,Indonesia,222376
http://www.wikidata.org/entity/Q20984093,Baozou,People's Republic of China,207052
http://www.wikidata.org/entity/Q106632743,AdServio,Romania,207856
http://www.wikidata.org/entity/Q1516180,Gesamtverband der Deutschen Versicherungswirtschaft,Germany,228211
http://www.wikidata.org/entity/Q11789729,NUKAT,Poland,219846
http://www.wikidata.org/entity/Q1969155,Pratt & Whitney Canada,Canada,220811
http://www.wikidata.org/entity/Q243673,Faller,Germany,221600
http://www.wikidata.org/entity/Q332268,Ciao,Germany,223177
http://www.wikidata.org/entity/Q7018604,newmatilda.com,Australia,224773
http://www.wikidata.org/entity/Q106779049,CDep.Ro,Romania,224394
http://www.wikidata.org/entity/Q777107,Societﾃ Esercizi Aeroportuali,Italy,242360
http://www.wikidata.org/entity/Q1051021,ASmallWorld,United States of America,250969
http://www.wikidata.org/entity/Q1553329,Grands-Jardins National Park,Canada,229286
http://www.wikidata.org/entity/Q5445995,Fettspielen,Germany,230227
http://www.wikidata.org/entity/Q863153,Yokohama Hakkeijima Sea Paradise,Japan,255930
http://www.wikidata.org/entity/Q17054308,Gigas,Spain,249659
http://www.wikidata.org/entity/Q106632743,AdServio,Romania,250518
http://www.wikidata.org/entity/Q16927841,Bill Me Later,United States of America,243275
http://www.wikidata.org/entity/Q4454786,+972 Magazine,Israel,244656
http://www.wikidata.org/entity/Q5287260,Docstoc,United States of America,245867
http://www.wikidata.org/entity/Q7305191,Red Ventures,United States of America,248350
http://www.wikidata.org/entity/Q6778365,Mida,Israel,238223
http://www.wikidata.org/entity/Q6908766,Mop.com,People's Republic of China,240094
http://www.wikidata.org/entity/Q6658161,Livefyre,United States of America,260360
http://www.wikidata.org/entity/Q653054,International Council of Museums,France,260715
http://www.wikidata.org/entity/Q7354187,RockYou,United States of America,260523
http://www.wikidata.org/entity/Q18617039,Myrotvorets,Ukraine,256291
http://www.wikidata.org/entity/Q7687861,Tatango,United States of America,258384
http://www.wikidata.org/entity/Q4260241,letopisi.ru,Russia,262865
http://www.wikidata.org/entity/Q28451453,HVAC,United States of America,262978
http://www.wikidata.org/entity/Q18712966,Find a Crew,Australia,262143
http://www.wikidata.org/entity/Q25313724,Metapress,United States of America,262246
http://www.wikidata.org/entity/Q1164386,FMC Technologies,Japan,268344
http://www.wikidata.org/entity/Q29568422,WikiTribune,United Kingdom,262723
http://www.wikidata.org/entity/Q86853,Linden Lab,United States of America,262785
http://www.wikidata.org/entity/Q3077675,AcFun,People's Republic of China,269072
http://www.wikidata.org/entity/Q294670,ﾃ・gussa,Austria,259330
http://www.wikidata.org/entity/Q1806887,Ritual Entertainment,United States of America,259192
http://www.wikidata.org/entity/Q2917971,Provincial Deputation of Zaragoza,Spain,260165
http://www.wikidata.org/entity/Q1254500,FCB,United States of America,269577
http://www.wikidata.org/entity/Q5970369,Maxing,Japan,265083
http://www.wikidata.org/entity/Q5306803,Dreamworld's 30th Birthday,Australia,265575
http://www.wikidata.org/entity/Q3337347,Nawaat,Tunisia,264110
http://www.wikidata.org/entity/Q20647006,CapX,United Kingdom,265050
http://www.wikidata.org/entity/Q11691781,Polona,Poland,272466
http://www.wikidata.org/entity/Q21140553,Inform Napalm,Ukraine,273485
http://www.wikidata.org/entity/Q3294243,Multiply,Indonesia,282047
http://www.wikidata.org/entity/Q1170014,To Write Love on Her Arms,United States of America,292351
http://www.wikidata.org/entity/Q2776509,43 Things,United States of America,282336
http://www.wikidata.org/entity/Q64139027,Omoda,Belgium,274525
http://www.wikidata.org/entity/Q64139027,Omoda,Denmark,274525
http://www.wikidata.org/entity/Q64139027,Omoda,Austria,274525
http://www.wikidata.org/entity/Q64139027,Omoda,France,274525
http://www.wikidata.org/entity/Q64139027,Omoda,Netherlands,274525
http://www.wikidata.org/entity/Q64139027,Omoda,Germany,274525
http://www.wikidata.org/entity/Q64139027,Omoda,United States of America,274525
http://www.wikidata.org/entity/Q189928,Berlin Central and Regional Library,Germany,279389
http://www.wikidata.org/entity/Q625048,Cassina S.p.A.,Italy,287955
http://www.wikidata.org/entity/Q7579620,sportnews.mn,Mongolia,289186
http://www.wikidata.org/entity/Q28402295,reaction.life,United Kingdom,289898
http://www.wikidata.org/entity/Q7703318,terraserver.com,United States of America,289908
http://www.wikidata.org/entity/Q2944483,Digital Public Library of America,United States of America,290059
http://www.wikidata.org/entity/Q18350163,How to be a Redhead,United States of America,305953
http://www.wikidata.org/entity/Q7672651,T J Hughes,United Kingdom,308551
http://www.wikidata.org/entity/Q1347103,Friendster,Malaysia,304669
http://www.wikidata.org/entity/Q287446,Yasni,Germany,300859
http://www.wikidata.org/entity/Q568817,Digital Domain,United States of America,302470
http://www.wikidata.org/entity/Q12033499,Lidﾃｩ.cz,Czech Republic,302769
http://www.wikidata.org/entity/Q204186,West Coast Conference,United States of America,317993
http://www.wikidata.org/entity/Q18165749,Hipages Group,Australia,322827
http://www.wikidata.org/entity/Q6516585,norge.no,Norway,309469
http://www.wikidata.org/entity/Q4230131,Computerra,Russia,296485
http://www.wikidata.org/entity/Q1433237,Russian Space Research Institute,Russia,298563
http://www.wikidata.org/entity/Q3079371,Q3079371,Italy,299788
http://www.wikidata.org/entity/Q7983244,WeRelate,United States of America,328379
http://www.wikidata.org/entity/Q18642469,Q18642469,France,324276
http://www.wikidata.org/entity/Q2369313,Justin.tv,United States of America,329267
http://www.wikidata.org/entity/Q443233,Locanto,Germany,332719
http://www.wikidata.org/entity/Q2430466,thyssenkrupp Elevator AG,Germany,335334
http://www.wikidata.org/entity/Q25387536,MﾃｩmorialGenWeb,France,336890
http://www.wikidata.org/entity/Q1114200,Picnik,United States of America,340813
http://www.wikidata.org/entity/Q838302,Dictionary of Canadian Biography,Canada,340965
http://www.wikidata.org/entity/Q383300,Afilias,Republic of Ireland,346406
http://www.wikidata.org/entity/Q106769101,ToateAnimalele.Ro,Romania,351906
http://www.wikidata.org/entity/Q318841,Otto Berning,Germany,372153
http://www.wikidata.org/entity/Q930816,eMachines,United States of America,355830
http://www.wikidata.org/entity/Q4841085,Badpuppy,United States of America,356285
http://www.wikidata.org/entity/Q18588958,Donuts,United States of America,357439
http://www.wikidata.org/entity/Q55662886,ZTB.kz,Kazakhstan,357565
http://www.wikidata.org/entity/Q85996442,Q85996442,Ukraine,357782
http://www.wikidata.org/entity/Q1320308,Japanese Movie Database,Japan,388144
http://www.wikidata.org/entity/Q769541,Viz,United Kingdom,369260
http://www.wikidata.org/entity/Q12231005,Palestine remembered,State of Palestine,370028
http://www.wikidata.org/entity/Q353496,Adecco Staffing,Germany,371974
http://www.wikidata.org/entity/Q639342,MyVideo,Germany,387592
http://www.wikidata.org/entity/Q3061004,Euskomedia Fundazioa,Spain,389773
http://www.wikidata.org/entity/Q6863971,Mindspark Interactive Network,United States of America,376512
http://www.wikidata.org/entity/Q16980794,Shake,United States of America,381393
http://www.wikidata.org/entity/Q11982625,Kvasir,Norway,382230
http://www.wikidata.org/entity/Q30277567,Fightmag,Australia,407021
http://www.wikidata.org/entity/Q105753951,Kentucky Colonelcy,United States of America,406996
http://www.wikidata.org/entity/Q108001817,abbasite.com,Sweden,389961
http://www.wikidata.org/entity/Q108350704,artLine.ro,Romania,392428
http://www.wikidata.org/entity/Q7237668,Prague Daily Monitor,Czech Republic,385863
http://www.wikidata.org/entity/Q1003155,Buitoni,Italy,406635
http://www.wikidata.org/entity/Q4066284,animator.ru,Russia,410347
http://www.wikidata.org/entity/Q21189301,Daytime Confidential,United States of America,413381
http://www.wikidata.org/entity/Q106769101,ToateAnimalele.Ro,Romania,415441
http://www.wikidata.org/entity/Q106806915,cIMeC.Ro,Romania,416029
http://www.wikidata.org/entity/Q54867850,Komitid,France,408108
http://www.wikidata.org/entity/Q166503,Nationwide Arena,United States of America,408617
http://www.wikidata.org/entity/Q108001817,abbasite.com,Sweden,423981
http://www.wikidata.org/entity/Q1111380,Digital Spy,United Kingdom,424046
http://www.wikidata.org/entity/Q2463835,Peterhof Grand Palace,Russia,417891
http://www.wikidata.org/entity/Q1614340,Herrnsheimer Schloss,Germany,417942
http://www.wikidata.org/entity/Q3237623,Liaison intercantonale d'ﾃｩvitement nord,France,419731
http://www.wikidata.org/entity/Q1300922,Ehrmann AG,Germany,432282
http://www.wikidata.org/entity/Q106806915,cIMeC.Ro,Romania,436364
http://www.wikidata.org/entity/Q106806915,cIMeC.Ro,Romania,440925
http://www.wikidata.org/entity/Q101125400,EroticFeel,Spain,449278
http://www.wikidata.org/entity/Q106806915,cIMeC.Ro,Romania,474077
http://www.wikidata.org/entity/Q30559981,Tall Guys Free,Canada,457974
http://www.wikidata.org/entity/Q3220442,Q3220442,France,461768
http://www.wikidata.org/entity/Q5871279,HitFix,United States of America,470374
http://www.wikidata.org/entity/Q4699045,airtime.com,United States of America,475490
http://www.wikidata.org/entity/Q1290544,Helmholtz-Zentrum Geesthacht Centre for Materials and Coastal Research,Germany,477684
http://www.wikidata.org/entity/Q793981,Electronic Gaming Monthly,United States of America,494610
http://www.wikidata.org/entity/Q106806915,cIMeC.Ro,Romania,481224
http://www.wikidata.org/entity/Q217475,Tokyo Stock Exchange,Japan,487281
http://www.wikidata.org/entity/Q106806915,cIMeC.Ro,Romania,505835
http://www.wikidata.org/entity/Q73138480,AaRC,Romania,506910
http://www.wikidata.org/entity/Q13512442,Nexopia,Canada,507278
http://www.wikidata.org/entity/Q334805,ﾃ・ltje,Germany,502691
