0,1,2,3,4,5,6,7,8
Jamaica,23,Madge Sinclair,http://www.wikidata.org/entity/Q259737,wd:Q259737,1163461,Jamaican actress (1938–1995),"Madge Dorita Sinclair CD (née Walters; April 28, 1938 – December 20, 1995) was a Jamaican actress best known for her roles in Cornbread, Earl and Me (1975), Convoy  (1978), Coming to America (1988), Trapper John, M.D. (1980–1986), and the ABC TV miniseries Roots (1977). Sinclair also voiced the character of Sarabi, Mufasa's mate and Simba's mother, in the Disney animated feature film The Lion King (1994). A five-time Emmy Award nominee, Sinclair won the Primetime Emmy Award for Outstanding Supporting Actress – Drama Series for her role as ""Empress"" Josephine in Gabriel's Fire in 1991.",https://en.wikipedia.org/wiki/Madge_Sinclair
Japan,67,Momoko Kōchi,http://www.wikidata.org/entity/Q3074303,wd:Q3074303,19067833,Japanese actress (1932-1998),"Momoko Kōchi (河内 桃子, Kōchi Momoko) (7 March 1932 – 5 November 1998), born Momoko Ōkōchi (大河内 桃子, Ōkōchi Momoko), was a Japanese film, stage and television actress.She is best known for her roles in the original  Godzilla, playing the character of Emiko Yamane (a role she reprised in Godzilla vs. Destoroyah in 1995), and in The Mysterians, playing Hiroko Iwamoto.",https://en.wikipedia.org/wiki/Momoko_K%C5%8Dchi
Jordan,11,Saba Mubarak,http://www.wikidata.org/entity/Q12219687,wd:Q12219687,54514580,Jordanian actress,"Saba Ahmed Soliman Mubarak El Siouf (Arabic: صبا أحمد سليمان مبارك السيوف; born April 10, 1976 in Anjara, Jordan) is a Jordanian actress and producer. She graduated from Yarmouk University in 2001 with a bachelor's degree in Theater acting and Directing. In 1998, she started her acting career with her role in the Jordanian TV series directed by Mohamed Azizia Qamar wa Sahar. Since then, Mubarak has been part of many important TV dramas and films such as Balqis, Moga Harra, Al Ahd, the three seasons of Hekayat Banat from 2012 to 2017, the Price, Agent Hamilton: But Not If It Concerns Your Daughter and the Guest: Aleppo to Istanbul. She also had her first cinematic role in the Jordanian film Safar Al-Ajneha (Travel of the Wings) directed by Tha’er Mousa in 2003. Then she starred in several Jordanian films until her Egyptian cinema breakthrough, which came after her participation in Mohamed Amin's film Bentein Men Misr (Two Girls from Egypt). She is also the daughter of the Palestinian plastic artist Hanan Al-Agha.
In 2011, Mubarak established Pan East Media, a Jordanian media production company. The company started its production activity in 2013 through the TV series Zain and Tawq Al Asphalt in 2014.",https://en.wikipedia.org/wiki/Saba_Mubarak
Kazakhstan,18,Samal Yeslyamova,http://www.wikidata.org/entity/Q53791790,wd:Q53791790,61598306,Kazakhstani actress,"Samal Ilyaskyzy Yeslyamova (Kazakh: Самал Ілиясқызы Есләмова, Samal Iliiasqyzy Eslämova; born 1 September 1984) is a Kazakh film actress. She is recognized internationally for starring in the film Ayka directed by Sergey Dvortsevoy, which won her the award for Best Actress at the Cannes Film Festival in 2018.",https://en.wikipedia.org/wiki/Samal_Yeslyamova
Kenya,66,Lupita Nyong'o,http://www.wikidata.org/entity/Q3840847,wd:Q3840847,38179119,Mexican-Kenyan actress and film director,"Lupita Amondi Nyong'o (US: , Swahili pronunciation: [luˈpita ˈɲoŋo] (listen); Spanish: [luˈpita ˈɲoŋɡo]; born 1 March 1983) is a Kenyan-Mexican actress. She is the recipient of several accolades, including an Academy Award, and nominations for two Primetime Emmy Awards and a Tony Award.
The daughter of Kenyan politician Peter Anyang' Nyong'o, she was born in Mexico City, where her father was teaching, and was raised in Kenya from the age of three. She attended college in the United States, earning a bachelor's degree in film and theatre studies from Hampshire College. She later began her career in Hollywood as a production assistant. In 2008, she made her acting debut with the short film East River and subsequently returned to Kenya to star in the television series Shuga (2009–2012). She then pursued a master's degree in acting from the Yale School of Drama. Soon after her graduation, she had her first feature film role as Patsey in Steve McQueen's biopic 12 Years a Slave (2013), for which she received critical acclaim and won the Academy Award for Best Supporting Actress.
Nyong'o made her Broadway debut as a teenage orphan in the play Eclipsed (2015), for which she was nominated for a Tony Award for Best Actress in a Play. She went on to perform a motion capture role as Maz Kanata in the Star Wars sequel trilogy (2015–2019) and a voice role as Raksha in The Jungle Book (2016). Nyong'o's career progressed with her role as Nakia in the Marvel Cinematic Universe superhero films Black Panther (2018) and its sequel (2022) and her starring role in Jordan Peele's horror film Us (2019).
Aside from acting, Nyong'o supports historic preservation. She is vocal about preventing sexual harassment, working for women's and animal rights. In 2014, she was named the most beautiful woman by People. In 2019, Nyong'o wrote a children's book named Sulwe, which became a number-one New York Times Best-Seller. She also received nominations for Primetime Emmy Award for Outstanding Narrator for narrating two episodes of the docu-series Serengeti. In 2020, Nyong'o was named one of Africa's 50 Most Powerful Women by Forbes.",https://en.wikipedia.org/wiki/Lupita_Nyong%27o
Kosovo,24,Arta Dobroshi,http://www.wikidata.org/entity/Q462415,wd:Q462415,19672862,Kosovar-Albanian actress,"Arta Dobroshi (born 2 October 1980) is a Kosovo-Albanian actress and producer. Dobroshi is the first Kosovan actress to walk the red carpet at the Cannes Film Festival, the Berlin International Film Festival and the Sundance Film Festival and be nominated for the European Film Award. Dobroshi is a former refugee and now a UN Champion and Goodwill Ambassador.",https://en.wikipedia.org/wiki/Arta_Dobroshi
Kuwait,18,Sanjeeda Sheikh,http://www.wikidata.org/entity/Q7418498,wd:Q7418498,15701394,Indian actress,Sanjeeda Sheikh  (born 20 December 1984) is an Indian actress who works in the Hindi television industry. She is one of the most famous actresses on Indian television.,https://en.wikipedia.org/wiki/Sanjeeda_Sheikh
Kyrgyzstan,8,Baken Kydykeyeva,http://www.wikidata.org/entity/Q4250598,wd:Q4250598,55911221,actress,"Baken Kydykeyeva (Kyrgyz: Бакен Кыдыкеева) (20 September 1920 or 1923 – December 1993 or 15 January 1994) was a Kyrgyz actress.She made her debut at the Young Spectators Theatre at the age of 16. Five years later, she joined the Naryn Regional Theatre, and subsequently the Kyrgyz National Theatre. She played a major role in the 1955 picture Saltanat (Салтанат), followed by Toktogul (Токтогул) in 1959, The First Teacher (Биринчи мугалим) in 1965 and The Milky Way (Саманчынын жолу) in  1967. She was a recipient of the People’s Artist of the USSR in 1970.",https://en.wikipedia.org/wiki/Baken_Kydykeyeva
Laos,2,Vilouna Phetmany,http://www.wikidata.org/entity/Q45357267,wd:Q45357267,56042351,Laotian actress,"Vilouna ""Tot Lina"" Phetmany is a Laotian actress.",https://en.wikipedia.org/wiki/Vilouna_Phetmany
Latvia,28,Vija Artmane,http://www.wikidata.org/entity/Q257901,wd:Q257901,11489938,actress (1929-2008),"Vija Artmane (born Alīda Artmane; 21 August 1929 in Kaive, Sēme Parish – 11 October 2008 in Strenči) was a Latvian theatre and cinema actress.",https://en.wikipedia.org/wiki/Vija_Artmane
Lebanon,34,Nadine Labaki,http://www.wikidata.org/entity/Q266539,wd:Q266539,4437640,Lebanese actress and film director,"Nadine Labaki (Arabic: نادين لبكي Nādīn Labikī; born February 18, 1974) is a Lebanese actress, director and activist. Labaki first came into the spotlight as an actress in the early 2000s. Her film-making career began in 2007 after the release of her debut film, Caramel, which premiered at the Cannes 2007 Film Festival. She is known for demonstrating everyday aspects of Lebanese life and covering a range of political issues such as war, poverty, and feminism.  She is the first female Arab director to be nominated for an Oscar in the category for Best Foreign Language Film for Capernaum (2018).",https://en.wikipedia.org/wiki/Nadine_Labaki
Lesotho,4,Tsidii Le Loka,http://www.wikidata.org/entity/Q3541558,wd:Q3541558,9762048,"actress, vocalist and composer from South Africa and The Kingdom of Lesotho.","Tsidii Le Loka-Lupindo (born April 3, 1968, in Lesotho) is an actress, vocalist and composer from South Africa and The Kingdom of Lesotho. She is best known for originating the role of Rafiki in the original Broadway production of Disney's stage musical, The Lion King.",https://en.wikipedia.org/wiki/Tsidii_Le_Loka
Liberia,14,Kirat Bhattal,http://www.wikidata.org/entity/Q6414856,wd:Q6414856,7218249,Indian actress,"Kirat Bhattal (born 26 January 1985 in Monrovia, Liberia), professionally  known as Kirat or Keerath, is an Indian actress. She debuted in modelling roles and then made a breakthrough in the Tamil film industry.",https://en.wikipedia.org/wiki/Kirat_Bhattal
Libya,28,Rossana Podestà,http://www.wikidata.org/entity/Q261860,wd:Q261860,4605478,Italian actress (1934-2013),Rossana Podestà (born Carla Dora Podestà; 20 June 1934 – 10 December 2013) was an Italian actress who worked mainly in Italy from the 1950s to the 1970s.,https://en.wikipedia.org/wiki/Rossana_Podest%C3%A0
Liechtenstein,6,Medea de Novara,http://www.wikidata.org/entity/Q6008514,wd:Q6008514,46615771,Liechtenstein-Mexican film actress,Medea de Novara (18 April 1905 – 1 November 2001) was a Liechtensteiner-born actress who appeared in Mexican films. She was married to the Mexican film director Miguel Contreras Torres. She was noted for her resemblance to the Empress Carlota of Mexico who she played four times on screen.,https://en.wikipedia.org/wiki/Medea_de_Novara
Lithuania,29,Ingeborga Dapkūnaitė,http://www.wikidata.org/entity/Q435437,wd:Q435437,5783952,Soviet and Lithuanian actress,"Ingeborga Dapkūnaitė (Russian: Ингеборга Дапкунайте; born 20 January 1963) is а Lithuanian theatre and cinema actress, who appears mostly in Russian films. She is a winner of the Nika Award in 1994 for Best Actress.",https://en.wikipedia.org/wiki/Ingeborga_Dapk%C5%ABnait%C4%97
Luxembourg,26,Vicky Krieps,http://www.wikidata.org/entity/Q2522116,wd:Q2522116,42744892,Luxembourgian-German actress (born 1983),"Vicky Krieps (born 4 October 1983) is a Luxembourgish-German actress. She has appeared in a number of American, Luxembourgish, French and German productions. Krieps' breakthrough role was in Paul Thomas Anderson's Academy Award-winning film Phantom Thread (2017).
Krieps early films include Hanna (2011), Two Lives (2012), and A Most Wanted Man (2013). She also appeared in The Girl in the Spider's Web (2018), The Last Vermeer (2019), and Old (2021). She gained critical attention for her performances in Bergman Island (2021), and Hold Me Tight (2021). She received a Cannes Film Festival Award and European Film Award for her performance in  Corsage (2022).",https://en.wikipedia.org/wiki/Vicky_Krieps
Macau,1,Cerina da Graça,http://www.wikidata.org/entity/Q5064252,wd:Q5064252,,,--,--
Madagascar,7,Nirina Zubir,http://www.wikidata.org/entity/Q5261649,wd:Q5261649,13890128,Indonesian actress,"Nirina Raudatul Jannah Zubir or better known as Nirina Zubir (born in Antananarivo, Madagascar on March 12, 1980) is an Indonesian actress and Television presenter of Minangkabau descent.",https://en.wikipedia.org/wiki/Nirina_Zubir
Malawi,10,Flora Suya,http://www.wikidata.org/entity/Q42881470,wd:Q42881470,55682126,actor,Flora Suya is a Malawian actress. She was nominated as best actress at the 6th and 9th Africa Movie Academy Awards ceremonies.,https://en.wikipedia.org/wiki/Flora_Suya
Malaysia,67,Michelle Yeoh,http://www.wikidata.org/entity/Q214289,wd:Q214289,147873,Malaysian-born actress of Chinese ethnicity,"Michelle Yeoh Choo Kheng  ( YOH; born Yeoh Choo Kheng; simplified Chinese: 杨紫琼; traditional Chinese: 楊紫瓊; pinyin: Yáng Zǐqióng; 6 August 1962) is a Malaysian actress who was credited as Michelle Khan in her early films in Hong Kong, she rose to fame in the 1990s after starring in a series of Hong Kong action films where she performed her own stunts. She is the recipient of  several accolades, including an Academy Award, and a Golden Globe Award, in addition to nominations for two British Academy Film Awards.
She is known for her films such as Yes, Madam (1985), Magnificent Warriors (1987), Police Story 3: Supercop (1992), The Heroic Trio (1993), and Holy Weapon (1993).
After moving to the United States, Yeoh gained international recognition for starring in the James Bond film Tomorrow Never Dies (1997) and in Ang Lee's martial arts film Crouching Tiger, Hidden Dragon (2000), the latter for which she was nominated for the BAFTA Award for Best Actress in a Leading Role. For her role as an overwhelmed mother navigating the multiverse in Everything Everywhere All at Once (2022), she won the Academy Award for Best Actress, becoming the first Asian to win the award, and the first Malaysian to win an Academy Award in any category.Yeoh's other works include Memoirs of a Geisha (2005), Sunshine (2007), The Mummy: Tomb of the Dragon Emperor (2008), Reign of Assassins (2010), Kung Fu Panda 2 (2011), and The Lady (2011), where she portrayed Aung San Suu Kyi. She played supporting roles in the romantic comedies Crazy Rich Asians (2018) and Last Christmas (2019), and the Marvel Cinematic Universe film Shang-Chi and the Legend of the Ten Rings (2021). On television, Yeoh has starred in Star Trek: Discovery (2017–2020) and The Witcher: Blood Origin (2022).
The film review aggregation website Rotten Tomatoes ranked her the greatest action heroine of all time in 2008. In 1997, she was chosen by People as one of the ""50 Most Beautiful People in the World"", and in 2009 the same magazine listed her as one of the ""35 All-Time Screen Beauties"". In 2022, Time named her one of the world's 100 most influential people on its annual listicle and its Icon of the Year.

",https://en.wikipedia.org/wiki/Michelle_Yeoh
Maldives,2,Aminath Rasheedha,http://www.wikidata.org/entity/Q56867807,wd:Q56867807,58532383,Maldivian actress and director,Aminath Rasheedha (born 27 February 1967) is a Maldivian actress and director.,https://en.wikipedia.org/wiki/Aminath_Rasheedha
Mali,16,Fatoumata Coulibaly,http://www.wikidata.org/entity/Q28523879,wd:Q28523879,55753209,Malian activist and actress,"Fatoumata Coulibaly is a Malian film actress, director, journalist, and women's rights activist, particularly against female genital mutilation (FGM).",https://en.wikipedia.org/wiki/Fatoumata_Coulibaly
Malta,15,Emma Heming Willis,http://www.wikidata.org/entity/Q443073,wd:Q443073,17473111,actress and model from the United Kingdom,"Emma Frances Heming Willis (née  Heming; born June 18, 1978) is a British and American model and entrepreneur.

",https://en.wikipedia.org/wiki/Emma_Heming_Willis
Marshall Islands,24,Lisa Loring,http://www.wikidata.org/entity/Q2397104,wd:Q2397104,1531937,American actress (1958-2023),"Lisa Loring (born Lisa Ann DeCinces; February 16, 1958 – January 28, 2023) was an American actress. She was best known for her work as a child actress from age six playing Wednesday Addams on the 1964–1966 sitcom The Addams Family.

",https://en.wikipedia.org/wiki/Lisa_Loring
Mauritius,9,Françoise Pascal,http://www.wikidata.org/entity/Q1524285,wd:Q1524285,3291921,"actress, celebrity liaison and event organiser","Françoise Pascal was born (14 October 1949) in Mauritius to French parents. She is a British actress, singer, dancer, fashion model, and producer born. She appeared in numerous film and television productions in her peak throughout the late 1960s to early 1980s. Film roles include two films with Peter Sellers, There’s A Girl In My Soup (1970) and Soft Beds, Hard Battles (1973). Her career further advanced with appearances in Burke & Hare (1972), La Rose De Fer (1973), and Keep It Up Downstairs (1976). Her greatest success was on the hit British sitcom Mind Your Language as Danielle Favre. She also became established as a sex symbol as Penthouse Pet of the Month for August 1970, and appearing on the first cover of Club International in 1972.",https://en.wikipedia.org/wiki/Fran%C3%A7oise_Pascal
Mexico,100,Salma Hayek,http://www.wikidata.org/entity/Q125106,wd:Q125106,27717,Mexican-American actress and producer,"Salma Hayek Pinault ( HY-ek, Spanish: [ˈsalma ˈxaʝek]; born Salma Valgarma Hayek Jiménez; September 2, 1966) is a Mexican and American actress and film producer. She began her career in Mexico with starring roles in the telenovela Teresa (1989–1991) as well as the romantic drama El Callejón de los Milagros (1995), for which she received an Ariel Award nomination. She soon established herself in Hollywood with appearances in films such as Desperado (1995), From Dusk till Dawn (1996), Wild Wild West (1999), and Dogma (1999).
Hayek's portrayal of painter Frida Kahlo in the biographical film Frida (2002), which she also produced, made her the first Mexican actress to be nominated for the Academy Award for Best Actress and additionally earned her Golden Globe Award, Screen Actors Guild Award and British Academy Film Award nominations. In subsequent years, Hayek focused more on producing while starring in the action-centered pictures Once Upon a Time in Mexico (2003), After the Sunset (2004) and Bandidas (2006). She achieved further commercial success with the comedies Grown Ups (2010), Grown Ups 2 (2013) and The Hitman's Bodyguard (2017); lent her voice for the animated Puss in Boots (2011), The Pirates! (2012) and Sausage Party (2016); and received critical acclaim for her performances in the dramas Tale of Tales (2015), Beatriz at Dinner (2017) and House of Gucci (2021). She played Ajak in the Marvel Cinematic Universe film Eternals (2021), which emerged as her highest-grossing live action film.
Hayek's directing, producing and acting work on television has earned her four Emmy Awards nominations. She won the Daytime Emmy Award for Outstanding Directing in a Children Special for The Maldonado Miracle (2004) and received two Primetime Emmy Award nominations, one for Outstanding Guest Actress in a Comedy Series and the other for Outstanding Comedy Series, for her work on the ABC television comedy-drama Ugly Betty (2006–10). She also produced and played Minerva Mirabal in the Showtime film In the Time of the Butterflies (2001) and guest-starred on the NBC comedy series 30 Rock (2009–2013). As a public figure, Hayek has been cited as one of Hollywood's most powerful and influential Latina actresses as well as one of the world's most beautiful women by various media outlets. She is married to business magnate François-Henri Pinault, with whom she has a daughter.",https://en.wikipedia.org/wiki/Salma_Hayek
Moldova,29,Svetlana Toma,http://www.wikidata.org/entity/Q463809,wd:Q463809,17904118,Soviet actress,"Svetlana Andreevna Toma (Russian: Светлана Андреевна Тома, born Svetlana Andreevna Fomichyova (Russian: Светлана Андреевна Фомичёва); May 24, 1947 in Chişinău, Moldova) is a Soviet actress. She debuted at the Moldova-Film studio in 1966. She worked in the Soviet Union.She is the mother of actress Irina Lachina.
Toma gained global fame after starring in the film Queen of the Gypsies directed by Emil Loteanu, which brought her huge international success as an actress. The picture was bought by 112 countries. This record still has not been beaten by any Soviet or Russian film.Her artistic alias 'Toma' is usually pronounced with the emphasis on the first syllable. However, the actress herself points out that originally (with emphasis on the second syllable) it was the surname of her maternal great-grandmother, who was of French origin.",https://en.wikipedia.org/wiki/Svetlana_Toma
Monaco,112,Grace Kelly,http://www.wikidata.org/entity/Q3925,wd:Q3925,42620,American actress and Princess consort of Monaco (1929–1982),"Grace Patricia Kelly (November 12, 1929 – September 14, 1982) was an American actress who, after starring in several significant films in the early to mid-1950s, became Princess of Monaco by marrying Prince Rainier III in April 1956.
Kelly was born into a prominent Catholic family in Philadelphia. After graduating from the American Academy of Dramatic Arts in 1949, Kelly began appearing in New York City theatrical productions and television broadcasts. She gained stardom from her performance in John Ford's adventure-romance Mogambo (1953), for which she was nominated for an Academy Award for Best Supporting Actress. She won the Academy Award for Best Actress for her performance in the drama The Country Girl (1954). Other notable works include the western High Noon (1952), the romantic comedy High Society (1956), and three consecutive Alfred Hitchcock suspense thrillers: Dial M for Murder (1954), Rear Window (1954), and To Catch a Thief (1955). 
Kelly retired from acting at age 26 to marry Rainier and began her duties as Princess of Monaco. The couple had three children: Princess Caroline, Prince Albert, and Princess Stéphanie. Her charity work focused on young children and the arts. In 1964, she established the Princess Grace Foundation to support local artisans. Her organization for children's rights, AMADE Mondiale, gained consultive status within UNICEF and UNESCO. Grace's final film contribution was to the documentary The Children of Theatre Street (1977) directed by Robert Dornhelm, where she served as the narrator. The film was nominated for an Academy Award for Best Documentary Feature.
Kelly died at the age of 52 at Monaco Hospital on September 14, 1982, from injuries sustained in a car crash the previous day. She is listed 13th among the American Film Institute's 25 Greatest Female Stars of Classical Hollywood cinema. Her son, Prince Albert, helped establish the Princess Grace Awards in 1984 to recognize emerging performers in film, theatre, and dance.",https://en.wikipedia.org/wiki/Grace_Kelly
Mongolia,11,Chuluuny Khulan,http://www.wikidata.org/entity/Q209451,wd:Q209451,20214094,Mongol actress,"Khulan Chuluun  (Mongolian: Чулууны Хулан; born May 30, 1985) is a Mongol actress and assistant director who first gained international notice as Börte, the wife of Genghis Khan, in the 2007 Oscar nominated Russian film Mongol.",https://en.wikipedia.org/wiki/Chuluuny_Khulan
Montenegro,11,Nermina Lukac,http://www.wikidata.org/entity/Q4963877,wd:Q4963877,46466530,Swedish actress,Nermina Lukac (born 5 January 1990; Montenegrin spelling Nermina Lukač) is a Swedish actress.  Lukac won the 2012 Guldbagge Award for Best Actress in a Leading Role and other awards for her role in the film Eat Sleep Die.,https://en.wikipedia.org/wiki/Nermina_Lukac
Morocco,28,Nathalie Delon,http://www.wikidata.org/entity/Q461186,wd:Q461186,21205886,French actress and director (1941-2021),"Nathalie Delon (born Francine Canovas, also known as Nathalie Barthélémy; 1 August 1941 – 21 January 2021) was a French actress, model, film director and writer. In the 1960s, Nathalie was regarded as one of the most beautiful women in the world and in the 1970s, she was known as a French sex symbol. She is notable for her first acting role, appearing opposite her husband, actor Alain Delon, in the neo-noir film Le Samouraï directed by Jean-Pierre Melville (1967). She appeared in 30 films and directed two more. Nathalie was also credited as the muse of the Rolling Stones.

",https://en.wikipedia.org/wiki/Nathalie_Delon
Mozambique,10,Lucrécia Paco,http://www.wikidata.org/entity/Q23904976,wd:Q23904976,65530821,Mozambican actor,Lucrécia Paco (born 19 October 1969) is a Mozambican actress. She is considered to be one of the most acclaimed actresses in Mozambique.,https://en.wikipedia.org/wiki/Lucr%C3%A9cia_Paco
Myanmar,31,Helen,http://www.wikidata.org/entity/Q467223,wd:Q467223,2278796,Indian film actress and dancer of Anglo-Burmese descent,"Helen Ann Richardson Khan (born as Helen Ann Richardson; 21 November 1938), known mononymously as Helen, is an Indian actress and dancer. She has appeared in over 1000 films, making her a prolific performer in Hindi cinema. She is known for her supporting, character roles and guest appearances in a career spanning seventy years.
Helen has received two Filmfare Awards, and is often cited as one of the most popular nautch dancers of her time. In 2009, Helen was awarded with the Padma Shri by the Government of India. She was the inspiration for four films and a book.",https://en.wikipedia.org/wiki/Helen_(actress)
Namibia,7,Ingeborg Körner,http://www.wikidata.org/entity/Q111484,wd:Q111484,35884548,German actress,Ingeborg Körner is a Namibian-born German actress.,https://en.wikipedia.org/wiki/Ingeborg_K%C3%B6rner
Nepal,46,Manisha Koirala,http://www.wikidata.org/entity/Q186606,wd:Q186606,355379,Nepalese actress (born 1970),"Manisha Koirala (pronounced [mʌˈnisa ˈkoirala]; born 16 August 1970) is a Nepalese actress who works in Indian films, predominantly in Hindi films and has also worked in  Tamil, Telugu, Bengali, Malayalam, Kannada, Nepali and English films. Known for her work in both commercial and independent cinema, she is the recipient of several accolades, including four Filmfare Awards. In 2001, the Government of Nepal awarded her with the Order of Gorkha Dakshina Bahu, the second highest honor of the country.
Born to the politically prominent Koirala family, she is the daughter of Prakash Koirala and granddaughter of Bishweshwar Prasad Koirala, former Prime Minister of Nepal. Koirala made her acting debut with the Nepali film Pheri Bhetaula (1989), and went on to feature in the Hindi drama Saudagar (1991). Following a series of commercial failures, she established herself as a leading actress with the romantic dramas 1942: A Love Story (1994) and the Tamil-language Bombay (1995). She subsequently starred in a series of commercial successes, including Agni Sakshi (1996), Indian (1996), Gupt: The Hidden Truth (1997), Kachche Dhaage (1999), Mudhalvan (1999), Company (2002)  and  Ek Chhotisi Love Story (2002).
Koirala received critical recognition for her portrayals of characters in varied genres: an ambitious wife in Akele Hum Akele Tum (1995), the daughter of deaf-mute parents in Khamoshi: The Musical (1996), a terrorist in Dil Se.. (1998), a mistreated woman in Lajja (2001) and Sushmita Banerjee in  Escape From Taliban (2003).
Post-2003, Koirala began to work with independent film makers in art-house projects and in regional films. Her performances in the drama Tulsi (2008), the Malayalam psychological drama Elektra (2010), the anthology I Am (2010) and the romantic comedy Mappillai (2011) were praised.
She took a break from acting after being diagnosed with ovarian cancer in 2012 and returned five years later with the coming-of-age drama Dear Maya (2017). The following year, she featured in the Netflix production Lust Stories and the biography Sanju; the latter ranks among the highest-grossing Indian releases. In addition to acting in films, Koirala was appointed as the Goodwill Ambassador for the United Nations Population Fund in 1999 for India and 2015 for Nepal, and was involved in the relief works after the April 2015 Nepal earthquake. She promotes causes such as women's rights, prevention of violence against women, prevention of human trafficking and cancer awareness, contributing as an author to the novel Healed: an account of her struggle with ovarian cancer.",https://en.wikipedia.org/wiki/Manisha_Koirala
Netherlands,69,Famke Janssen,http://www.wikidata.org/entity/Q190794,wd:Q190794,555623,Dutch actress,"Famke Beumer Janssen (Dutch pronunciation: [ˈfɑmkə ˈbøːmər ˈjɑnsə(n)]; born c. 1964/1965) is a Dutch actress. She played Xenia Onatopp in GoldenEye (1995), Jean Grey / Phoenix in the X-Men film series (2000–2014), and Lenore Mills in the Taken film trilogy (2008–2014). In 2008, she was appointed a Goodwill Ambassador for Integrity by the United Nations. She made her directorial debut with Bringing Up Bobby in 2011. She is also known for her roles in the Netflix original series Hemlock Grove (2013–2015), FX's Nip/Tuck (2003–2010), and ABC's How to Get Away with Murder (2014–2020). Janssen starred in the 2017 NBC crime thriller The Blacklist: Redemption.",https://en.wikipedia.org/wiki/Famke_Janssen
New Zealand,65,Anna Paquin,http://www.wikidata.org/entity/Q199884,wd:Q199884,276341,New Zealand actress (born 1982),"Anna Hélène Paquin ( PAK-win; born 24 July 1982) is a Canadian-born New Zealand actress. Born in Winnipeg and raised in Wellington, Paquin made her acting debut portraying Flora McGrath in the romantic drama film The Piano (1993), for which she won the Academy Award for Best Supporting Actress at age 11, making her the second-youngest winner in Oscar history. As a child actress, she received multiple Young Artist Award nominations for her roles in Fly Away Home (1996), The Member of the Wedding (1997), and A Walk on the Moon (1999), and a Screen Actors Guild Award nomination for appearing in Cameron Crowe's comedy-drama film Almost Famous (2000). She also appeared in the films Jane Eyre (1996) and Amistad (1997).
Paquin continued to perform prominent roles into adulthood, portraying mutant superheroine Rogue in the 20th Century Fox X-Men franchise (2000–2014), for which she was nominated for a Saturn Award for her performance in the first installment. Her other film credits include 25th Hour (2002), Trick 'r Treat (2007), Margaret (2011), The Good Dinosaur (2015), and The Irishman (2019). She played the lead role of Sookie Stackhouse in the HBO vampire drama television series True Blood (2008–2014). For her performance in the series, Paquin won the Golden Globe Award for Best Actress in 2009, and was nominated for an additional Golden Globe Award, as well as three Saturn Awards and a Screen Actors Guild Award, in 2010. Among other accolades, Paquin was nominated for a Primetime Emmy Award, a Golden Globe Award, and a Screen Actors Guild Award for her work on the television film Bury My Heart at Wounded Knee (2007). She received an additional Golden Globe Award nomination for her work on the television film The Courageous Heart of Irena Sendler (2009).

",https://en.wikipedia.org/wiki/Anna_Paquin
Nicaragua,31,Barbara Carrera,http://www.wikidata.org/entity/Q235294,wd:Q235294,1644360,Nicaraguan-American model and actress,"Barbara Carrera (born Barbara Kingsbury) is an American actress, model and artist. She starred in the films The Master Gunfighter (1975), Embryo (1976), The Island of Dr. Moreau (1977), Condorman (1981), I, the Jury (1982) and Lone Wolf McQuade (1983), and is perhaps best remembered for her performance as SPECTRE assassin Fatima Blush in Never Say Never Again (1983); for the first and last of those movies, Carrera was nominated for a Golden Globe Award. Carrera is also known for playing Clay Basket in the big-budget miniseries Centennial (1978–79), and as Angelica Nero on the ninth season of CBS prime time soap opera Dallas (1985–86).",https://en.wikipedia.org/wiki/Barbara_Carrera
Niger,10,Zalika Souley,http://www.wikidata.org/entity/Q3574689,wd:Q3574689,62121639,Nigerien actress,"Zalika Souley (7 October 1947 – 27 July 2021) was a Nigerien actress, the first sub-Saharan movie actress, and one of the pioneering actresses of African cinema.",https://en.wikipedia.org/wiki/Zalika_Souley
Nigeria,37,Genevieve Nnaji,http://www.wikidata.org/entity/Q463902,wd:Q463902,4923272,"Nigerian actress, producer, and director","Genevieve Nnaji (listen) (; born on 3 May 1979) is a Nigerian actress, producer, and director. She won the Africa Movie Academy Award for Best Actress in a Leading Role in 2005, making her the first actor to win the award. In 2011, she was honoured as a Member of the Order of the Federal Republic by the Nigerian government for her contributions to Nollywood. Her directorial debut movie, Lionheart, is the first Netflix film from Nigeria and the first Nigerian submission for the Oscars. The movie was disqualified for having most of its dialogue in English. After having spent decades in the movie industry, she was profiled alongside some celebrities and business executives in 2020 in two new books by publisher and Editor in Chief of Yes International! magazine, Azuh Arinze.

",https://en.wikipedia.org/wiki/Genevieve_Nnaji
North Korea,33,Ri Chun-hee,http://www.wikidata.org/entity/Q490736,wd:Q490736,33435603,North Korean news anchor,"Ri Chun-hee (also romanized as Ri Chun Hee or Ri Chun Hui [ɾi tsʰun çi]; born 8 July 1943) is a North Korean news presenter for North Korean broadcaster Korean Central Television. She is most notable for her characteristic emotional and sometimes vitriolic tone, described as ""passionate"", ""vaguely menacing"", and ""aggressive"". She announced her retirement in 2012, but still occasionally presents the news of major developments.",https://en.wikipedia.org/wiki/Ri_Chun-hee
